country,iso3,numeric_code,year,quarter,t,GDP,GDP_usd_pa,GDP_usd_eop,empl,empl_source,realGDP_empl,realGDP_usd_pa_empl,realGDP_usd_eop_empl,baseyear,baseyear_str,er_iso3,NER_pa_base,NER_eop_base,source,empl_q,empl_interp,empl_annual
Australia,AUS,036,1960,3,2020q1,586887,389908.6391162388,401430.7079999992,12947.719,observed quarterly,.0453274433898357,.0301140794850613,.0310039712786476,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),12947.719,12662.24289858289,12660.67
Australia,AUS,036,1960,3,2020q2,570829,379240.2260709191,390447.0359999993,12318.529,observed quarterly,.0463390555804187,.0307861617300994,.0316959140170064,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),12318.529,12606.00997359481,12660.67
Australia,AUS,036,1960,3,2020q3,587893,390576.9928043439,402118.8119999992,12516.436,observed quarterly,.0469696805064956,.0312051284250839,.0321272614664429,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),12516.436,12632.55353750596,12660.67
Australia,AUS,036,1960,3,2020q4,632120,419959.9734840896,432370.0799999992,12850.84,observed quarterly,.0491890024309695,.0326795737464702,.0336452776627831,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),12850.84,12741.87359031634,12660.67
Australia,AUS,036,1960,3,2021q1,598244,397453.8606230078,409198.8959999993,12922.95,observed quarterly,.0462931451410088,.0307556603270157,.03166451127645,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),12922.95,12921.38820318651,13100.828
Australia,AUS,036,1960,3,2021q2,629871,418465.8110143596,430831.7639999992,13120.282,observed quarterly,.0480074284988692,.0318945744469791,.0328370810932264,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),13120.282,13031.30537352743,13100.828
Australia,AUS,036,1960,3,2021q3,614467,408231.8943030565,420295.4279999992,12974.371,observed quarterly,.0473600608461096,.0314644844288063,.0323942816187389,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),12974.371,13155.78658517047,13100.828
Australia,AUS,036,1960,3,2021q4,663255,440645.0550737041,453666.4199999992,13165.334,observed quarterly,.0503788965779372,.0334701007261725,.034459165259309,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),13165.334,13294.8318381156,13100.828
Australia,AUS,036,1960,3,2022q1,619851,411808.8488326368,423978.0839999992,13376.185,observed quarterly,.0463398943719753,.0307867189959347,.031696487750431,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),13376.185,13459.97333493259,13657.628
Australia,AUS,036,1960,3,2022q2,654676,434945.446435281,447798.3839999991,13608.298,observed quarterly,.0481085878630818,.0319617814391837,.0329062740983479,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),13608.298,13599.28869298629,13657.628
Australia,AUS,036,1960,3,2022q3,653121,433912.3549988959,446734.7639999992,13656.341,observed quarterly,.0478254753597614,.0317736906978887,.0327126251460768,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),13656.341,13727.28567902685,13657.628
Australia,AUS,036,1960,3,2022q4,683586,454152.3103747625,467572.8239999991,13860.688,observed quarterly,.0493183310958302,.0327654955060501,.0337337384695478,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),13860.688,13843.96429305426,13657.628
Australia,AUS,036,1960,3,2023q1,638381,424119.5782964415,436652.6039999992,13864.756,observed quarterly,.0460434356003092,.0305897614279286,.0314937099506114,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),13864.756,13969.88866906253,14123.956
Australia,AUS,036,1960,3,2023q2,668628,444214.7015609692,457341.5519999992,14072.522,observed quarterly,.0475130186330496,.0315661046087524,.0324989047450058,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14072.522,14086.6445562285,14123.956
Australia,AUS,036,1960,3,2023q3,667476,443449.350220316,456553.5839999992,14079.377,observed quarterly,.0474080635812224,.0314963758851202,.032427115489556,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14079.377,14182.33394358299,14123.956
Australia,AUS,036,1960,3,2023q4,690552,458780.2942627745,472337.5679999991,14283.308,observed quarterly,.0483467835322182,.0321200308963984,.0330691999360372,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14283.308,14256.95683112599,14123.956
Australia,AUS,036,1960,3,2024q1,646406,429451.1273491685,442141.7039999992,14179.176,observed quarterly,.0455884037267046,.0302874530472835,.0311824681490659,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14179.176,14324.10905935547,14422.003
Australia,AUS,036,1960,3,2024q2,675591,448840.6923465316,462104.2439999991,14409.388,observed quarterly,.0468854749417532,.0311491849859641,.0320696648601592,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14409.388,14398.69304803451,14422.003
Australia,AUS,036,1960,3,2024q3,673602,447519.2654224351,460743.7679999992,14437.738,observed quarterly,.0466556464731525,.0309964944247108,.0319124621876363,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14437.738,14459.29499433952,14422.003
Australia,AUS,036,1960,3,2024q4,697970,463708.5722531956,477411.4799999991,14603.316,observed quarterly,.0477953089558563,.0317536491200489,.0326919913258057,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14603.316,14505.9148982705,14422.003
Australia,AUS,036,1960,3,2025q1,655309,435365.9910521503,448231.3559999992,14506.418,observed quarterly,.0451737293107092,.0300119568491788,.0308988308485251,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14506.418,14538.439875,14608.302
Australia,AUS,036,1960,3,2025q2,688161,457191.7916104293,470702.1239999991,14664.439,observed quarterly,.0469271957829413,.0311769029562215,.0320982019155318,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14664.439,14585.014625,14608.302
Australia,AUS,036,1960,3,2025q3,687074,456469.6241561846,469958.6159999991,14593.242,observed quarterly,.0470816560158462,.0312795213124119,.0322038527148388,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14593.242,14631.589375,14608.302
Australia,AUS,036,1960,3,2025q4,716343,475914.9960221369,489978.6119999991,14712.17,observed quarterly,.0486905058873028,.0323483888523676,.0333043060269151,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14712.17,14678.164125,14608.302
Australia,AUS,036,1960,3,2026q1,671757,446293.5074159203,459481.7879999991,14703.935,observed quarterly,.0456855256773102,.0303519777131714,.0312488995632801,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),14703.935,,
Australia,AUS,036,1960,3,2026q2,703981,467702.085194746,481523.0039999991,,,,,,2023,2023-2024,AUS,.6643674832058621,.6839999999999987,IMF_IFS_NA (nsa_clv),,,
Austria,AUT,040,1995,1,1995q1,51958.507959121,68882.2599765411,69426.95833497749,3674.322,observed quarterly,.0141409783789012,.0187469307198828,.0188951753098878,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3674.322,3687.479641127692,3674.322
Austria,AUT,040,1995,2,1995q2,54970.24029815799,72874.96373394151,73451.23508639871,3681.553265061313,interpolated from annual,.0149312630676396,.0197946243031548,.01995115371098,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3681.553265061313,3674.322
Austria,AUT,040,1995,3,1995q3,54808.635195443,72660.72115585387,73235.29834815094,3671.35881196681,interpolated from annual,.0149287056925065,.019791233948318,.0199477365463273,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3671.35881196681,3674.322
Austria,AUT,040,1995,4,1995q4,56470.127543387,74863.38925306241,75455.38442347372,3656.896281844184,interpolated from annual,.0154420916512592,.0204718382702691,.0206337228644126,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3656.896281844184,3674.322
Austria,AUT,040,1996,1,1996q1,53323.992969208,70692.50621249697,71251.51940545572,3616.539,observed quarterly,.0147444816630508,.019547005082068,.0197015763981684,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3616.539,3632.120135776742,3616.539
Austria,AUT,040,1996,2,1996q2,56084.421548778,74352.05238757601,74940.00407347718,3617.698556565359,interpolated from annual,.0155027901501071,.0205523072818333,.0207148281985731,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3617.698556565359,3616.539
Austria,AUT,040,1996,3,1996q3,56186.088953303,74486.83456021154,75075.85205940346,3609.328210394308,interpolated from annual,.0155669104271248,.020637312601747,.0208005057127242,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3609.328210394308,3616.539
Austria,AUT,040,1996,4,1996q4,57447.978046831,76159.74196298655,76761.98826617558,3607.009097263593,interpolated from annual,.0159267627271617,.0211143747934443,.0212813403560335,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3607.009097263593,3616.539
Austria,AUT,040,1997,1,1997q1,54400.404303985,72119.52265919979,72689.82023098475,3607.247,observed quarterly,.0150808647991072,.0199929538119236,.020151051544567,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3607.247,3607.236135527531,3607.247
Austria,AUT,040,1997,2,1997q2,57188.576000016,75815.84834615645,76415.37525122138,3604.915384305007,interpolated from annual,.0158640550202655,.0210312421412834,.0211975503180787,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3604.915384305007,3607.247
Austria,AUT,040,1997,3,1997q3,57167.838133251,75788.35581055497,76387.66531365,3606.086624388738,interpolated from annual,.0158531516538212,.0210167873666656,.021182981239836,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3606.086624388738,3607.247
Austria,AUT,040,1997,4,1997q4,59071.788365925,78312.45436651484,78931.72361454899,3610.749855778723,interpolated from annual,.0163599780448333,.0216886955603368,.0218602026635063,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3610.749855778723,3607.247
Austria,AUT,040,1998,1,1998q1,56258.641104025,74583.01815562623,75172.79624319822,3625.918,observed quarterly,.0155156959159101,.0205694166706545,.0207320728828391,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3625.918,3614.95252381373,3625.918
Austria,AUT,040,1998,2,1998q2,59239.038323191,78534.18042236166,79155.20300744782,3619.61516115998,interpolated from annual,.0163661150939059,.0216968315485765,.0218684029884771,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3619.61516115998,3625.918
Austria,AUT,040,1998,3,1998q3,59242.66840579799,78538.99288337513,79160.05352382727,3628.249318673125,interpolated from annual,.0163281690982205,.0216465259096631,.0218176995490422,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3628.249318673125,3625.918
Austria,AUT,040,1998,4,1998q4,61046.037660833,80929.74956092935,81569.71552240505,3640.854996353165,interpolated from annual,.0167669510930755,.0222282265132756,.0224040000505674,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,,3640.854996353165,3625.918
Austria,AUT,040,1999,1,1999q1,57894.093229503,76751.16429590787,77358.08737326191,3676.396,observed quarterly,.0157475128439654,.0208767402357928,.0210418266621066,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3676.396,3663.092568441366,3676.396
Austria,AUT,040,1999,2,1999q2,61131.526986844,81043.08418524424,81683.94635982095,3684.182,observed quarterly,.0165929715162943,.0219975788886771,.0221715285400724,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3684.182,3675.731479421882,3676.396
Austria,AUT,040,1999,3,1999q3,61831.56558628,81971.13702382655,82619.33793638734,3718.809,observed quarterly,.016626711827975,.0220423089822109,.0222166123445402,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3718.809,3682.715455490259,3676.396
Austria,AUT,040,1999,4,1999q4,63799.30523574199,84579.80227277921,85248.63165599844,3682.982,observed quarterly,.0173227306665474,.0229650327568202,.0231466327166406,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3682.982,3684.044496646497,3676.396
Austria,AUT,040,2000,1,2000q1,60085.575909439,79656.44940941044,80286.3465301924,3681.704,observed quarterly,.0163200452587821,.0216357560003223,.0218068444747846,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3681.704,3678.52627559332,3681.704
Austria,AUT,040,2000,2,2000q2,63061.084786384,83601.13111939114,84262.22149156631,3711.59,observed quarterly,.0169903154137133,.0225243443158838,.0227024594558037,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3711.59,3679.852847449447,3681.704
Austria,AUT,040,2000,3,2000q3,63661.298550679,84396.84451027979,85064.22712341728,3733.918,observed quarterly,.0170494634725988,.0226027578833493,.0227814930920865,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3733.918,3682.367285928065,3681.704
Austria,AUT,040,2000,4,2000q4,65651.9043966,87035.82385698141,87724.07465473692,3720.42,observed quarterly,.0176463690649443,.0233940855755483,.0235790783445785,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3720.42,3686.069591029171,3681.704
Austria,AUT,040,2001,1,2001q1,62097.30545216001,82323.43279302146,82974.41954517621,3696.518,observed quarterly,.0167988646212896,.0222705348095211,.0224466429069671,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3696.518,3696.472306894861,3696.518
Austria,AUT,040,2001,2,2001q2,64045.78951896499,84906.57059511934,85577.98395524103,3743.968,observed quarterly,.0171063934090689,.0226782308489601,.0228575628731979,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3743.968,3700.181335166301,3696.518
Austria,AUT,040,2001,3,2001q3,63957.983073512,84790.16412694154,85460.65698282674,3753.826,observed quarterly,.0170380787691044,.0225876649921817,.0227662808512773,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3753.826,3698.37251413572,3696.518
Austria,AUT,040,2001,4,2001q4,65683.665715404,87077.93036667519,87766.51412892283,3747.222,observed quarterly,.0175286293994335,.0232379961386529,.023421754603523,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3747.222,3691.045843803117,3696.518
Austria,AUT,040,2002,1,2002q1,62876.824570271,83356.85427988652,84016.01299079611,3667.255,observed quarterly,.0171454738135938,.0227300403925788,.0229097821097241,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3667.255,3664.839947855543,3667.255
Austria,AUT,040,2002,2,2002q2,65305.233380379,86576.23631292695,87260.85284286243,3715.671,observed quarterly,.0175756231863314,.0233002965851732,.023484547701576,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3715.671,3657.550827036273,3667.255
Austria,AUT,040,2002,3,2002q3,65171.672019363,86399.17179060535,87082.38815227285,3736.748,observed quarterly,.0174407458087522,.0231214873977601,.0233043245496546,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3736.748,3663.610439590365,3667.255
Austria,AUT,040,2002,4,2002q4,66227.801242124,87799.29990337336,88493.58801972608,3726.658,observed quarterly,.0177713654545504,.0235597953725223,.0237460985203703,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3726.658,3683.01878551782,3667.255
Austria,AUT,040,2003,1,2003q1,62787.914982932,83238.98535812476,83897.21200019374,3745.172,observed quarterly,.016765028410693,.0222256775811965,.022401430962368,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3745.172,3733.816422728727,3745.172
Austria,AUT,040,2003,2,2003q2,65755.974677395,87173.79156273603,87863.13336393521,3800.11,observed quarterly,.0173037029658076,.0229398074168211,.0231212079029121,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3800.11,3753.38931321088,3745.172
Austria,AUT,040,2003,3,2003q3,66153.440696215,87700.71888831936,88394.22745828248,3828.777,observed quarterly,.0172779560408493,.0229056742892886,.0230868048617829,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3828.777,3754.958445241076,3745.172
Austria,AUT,040,2003,4,2003q4,67847.492753436,89946.55193477825,90657.81981714119,3798.917,observed quarterly,.0178596933687775,.023676893160545,.0238641222793605,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3798.917,3738.523818819314,3745.172
Austria,AUT,040,2004,1,2004q1,64044.047094542,84904.26063402137,85575.65572772703,3606.16,observed quarterly,.0177596243911923,.0235442300491441,.0237304101115111,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3606.16,3687.10061282466,3679.748
Austria,AUT,040,2004,2,2004q2,67536.111076517,89533.74805599211,90241.75162044202,3677.69,observed quarterly,.018363731330405,.0243451046869073,.0245376178036871,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3677.69,3670.82047604691,3679.748
Austria,AUT,040,2004,3,2004q3,68071.477706327,90243.49251990841,90957.10851119414,3733.808,observed quarterly,.0182311135726119,.0241692911151051,.0243604139557241,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3733.808,3671.607931611124,3679.748
Austria,AUT,040,2004,4,2004q4,69628.13084908099,92307.17353547647,93037.10844054203,3700.898,observed quarterly,.0188138475713411,.0249418312894537,.0251390631248259,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3700.898,3689.462979517305,3679.748
Austria,AUT,040,2005,1,2005q1,65696.87336638701,87095.43996971089,87784.16219216632,3675.977,observed quarterly,.0178719489720385,.0236931406180482,.0238804982164378,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3675.977,3723.720637814082,3751.501
Austria,AUT,040,2005,2,2005q2,69509.965066234,92150.5191877265,92879.21532150188,3732.738,observed quarterly,.0186217101404476,.0246871114950276,.0248823290896661,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3732.738,3741.6546833655,3751.501
Austria,AUT,040,2005,3,2005q3,68779.798361108,91182.52501729585,91903.56657011251,3818.826,observed quarterly,.0180107180481928,.023877109095124,.0240659214559952,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3818.826,3760.468022775709,3751.501
Austria,AUT,040,2005,4,2005q4,71541.405320907,94843.63339068413,95593.62578979593,3778.003,observed quarterly,.0189363018824779,.0251041710106329,.0253026865753669,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3778.003,3780.160656044709,3751.501
Austria,AUT,040,2006,1,2006q1,68577.30938266999,90914.08200376427,91633.00079712365,3743.034,observed quarterly,.0183213161789794,.0242888742137433,.0244809426783523,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3743.034,3798.46881115207,3830.29
Austria,AUT,040,2006,2,2006q2,71055.119823459,94198.95660195901,94943.85110810591,3821.691,observed quarterly,.0185925863246032,.0246485015669658,.0248434138469347,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3821.691,3818.154269401766,3830.29
Austria,AUT,040,2006,3,2006q3,70826.309698172,93895.61920536395,94638.11501869743,3904.807,observed quarterly,.0181382356921026,.0240461613609492,.0242363105317875,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3904.807,3840.132729124848,3830.29
Austria,AUT,040,2006,4,2006q4,74077.24333163099,98205.43610546786,98982.01253972533,3851.149,observed quarterly,.0192351018700214,.0255002951341192,.0257019431187226,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3851.149,3864.404190321315,3830.29
Austria,AUT,040,2007,1,2007q1,71148.112129955,94322.23805255255,95068.10742804587,3844.035,observed quarterly,.0185087055997032,.0245372994919538,.0247313324223234,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3844.035,3894.418561092704,3927.434
Austria,AUT,040,2007,2,2007q2,74124.815182985,98268.50290167207,99045.57804750456,3912.597,observed quarterly,.018945169968434,.0251159275799864,.0253145361118215,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3912.597,3918.725867090691,3927.434
Austria,AUT,040,2007,3,2007q3,73790.500023578,97825.29572292688,98598.86613150492,4005.306,observed quarterly,.0184231866488049,.024423925593432,.0246170620001331,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4005.306,3939.587652998994,3927.434
Austria,AUT,040,2007,4,2007q4,76214.425457636,101038.7340696149,101837.7152964932,3947.312,observed quarterly,.0193079304239533,.025596845161876,.0257992566324864,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3947.312,3957.003918817612,3927.434
Austria,AUT,040,2008,1,2008q1,73241.55298471299,97097.5474843862,97865.3630981735,3933.158,observed quarterly,.0186215638895547,.0246869176077814,.0248821336692229,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3933.158,3980.982983258886,3997.038
Austria,AUT,040,2008,2,2008q2,76261.23840271699,101100.7947711245,101900.2667537104,4009.678,observed quarterly,.0190192924226626,.0252141929529315,.0254135785351618,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4009.678,3998.428007849858,3997.038
Austria,AUT,040,2008,3,2008q3,74738.48208485299,99082.05134126019,99865.55976178058,4045.357,observed quarterly,.0184751264436867,.0244927830451701,.0246864639540541,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4045.357,4005.760512295486,3997.038
Austria,AUT,040,2008,4,2008q4,75327.869916002,99863.41261214497,100653.0997817619,3999.488,observed quarterly,.0188343782794203,.0249690491913327,.0251664962569614,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3999.488,4002.98049659577,3997.038
Austria,AUT,040,2009,1,2009q1,69913.724829639,92685.79023540192,93418.71911736364,3937.451,observed quarterly,.0177560875880459,.0235395412502662,.023725684235147,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3937.451,3984.479570541095,3985.946
Austria,AUT,040,2009,2,2009q2,71964.49147910099,95404.5257620379,96158.95351437475,3979.919,observed quarterly,.0180818985208244,.0239714742340329,.0241610328035256,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3979.919,3981.710480388188,3985.946
Austria,AUT,040,2009,3,2009q3,72133.28644069901,95628.30005587776,96384.49734206202,4027.345,observed quarterly,.017910878367932,.0237447499670075,.0239325156752307,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4027.345,3984.561454923547,3985.946
Austria,AUT,040,2009,4,2009q4,74814.296387879,99182.55962635348,99966.86283348393,3998.622,observed quarterly,.018710019698756,.0248041849483031,.0250003283214777,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3998.622,3993.032494147171,3985.946
Austria,AUT,040,2010,1,2010q1,69793.74656259301,92526.73304714124,93258.40415693678,3951.221,observed quarterly,.0176638427874809,.0234172507807438,.023602426732632,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3951.221,4007.052573038281,4019.878
Austria,AUT,040,2010,2,2010q2,73095.66860859199,96904.14613555632,97670.43239480062,4003.653,observed quarterly,.0182572437243168,.0242039322927228,.0243953290644321,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4003.653,4015.535359379529,4019.878
Austria,AUT,040,2010,3,2010q3,73951.163692958,98038.29022715177,98813.54492653048,4077.071,observed quarterly,.0181383065668854,.02404625532083,.0242364052346723,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4077.071,4024.119393170624,4019.878
Austria,AUT,040,2010,4,2010q4,77210.02743585699,102358.6202055088,103168.0386597921,4047.141,observed quarterly,.0190776717282291,.0252915873713095,.0254915849632598,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4047.141,4032.804674411565,4019.878
Austria,AUT,040,2011,1,2011q1,73270.498686426,97135.92128357549,97904.04034480243,3990.174,observed quarterly,.0183627327245443,.0243437808184745,.0245362834665362,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,3990.174,4041.848937363017,4054.62
Austria,AUT,040,2011,2,2011q2,75490.975158143,100079.643950072,100871.0410063107,4049.111,observed quarterly,.0186438393904595,.0247164486105893,.024911898193532,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4049.111,4050.534990066254,4054.62
Austria,AUT,040,2011,3,2011q3,75552.45083202601,100161.1432755333,100953.1848017532,4121.722,observed quarterly,.0183303121442994,.0243008003149007,.0244929630872129,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4121.722,4058.963026351617,4054.62
Austria,AUT,040,2011,4,2011q4,78344.91848944701,103863.164190104,104684.4800855991,4057.037,observed quarterly,.0193108710838592,.0256007436437242,.0258031859422527,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4057.037,4067.133046219109,4054.62
Austria,AUT,040,2012,1,2012q1,74507.942465699,98776.42112582074,99557.51272266702,4028.628,observed quarterly,.0184946196237774,.0245186254789027,.0247125107412913,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4028.628,4076.672629516022,4087.298
Austria,AUT,040,2012,2,2012q2,75767.55776009399,100446.3141151885,101240.6106790376,4092.51,observed quarterly,.0185137135303503,.0245439385890782,.0247380240192541,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4092.51,4084.845395034633,4087.298
Austria,AUT,040,2012,3,2012q3,75930.771390482,100662.689145221,101458.696731962,4134.509,observed quarterly,.0183651242240571,.0243469512692368,.0245394789881851,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4134.509,4091.384382759305,4087.298
Austria,AUT,040,2012,4,2012q4,78354.012945407,103875.2208619444,104696.6320976528,4093.097,observed quarterly,.0191429650813081,.0253781478577088,.0255788299416439,2010,2010,EMU,1.3257166666667,1.3362,IMF_IFS_realGDP_nsa_baseyear,4093.097,4096.289592690039,4087.298
