year,quarter,t,country,iso3,GDPnomunsa,GDPnomsa,GDPrealunsa,GDPrealsa,empl,empl_source,empl_q,empl_interp,empl_annual,realGDP_empl
2013,2,2013q2,Bulgaria,BGR,20063.701,20345.48768,18735.296783814,19025.939750427,2940.164,observed quarterly,2940.164,2929.138102253675,2934.933,.0064710472
2013,3,2013q3,Bulgaria,BGR,22013.777,20253.031871,21023.074290709,19106.323287539,3012.938,observed quarterly,3012.938,2935.05264319875,2934.933,.0063414262
2013,4,2013q4,Bulgaria,BGR,22805.988,20864.798261,21169.740838239,19138.486912109,2931.616,observed quarterly,2931.616,2946.6424386914,2934.933,.0065283063
2014,1,2014q1,Bulgaria,BGR,16925.563,20210.23734,15673.048703782,19124.877069918,2894.138,observed quarterly,2894.138,2963.463026932748,2981.382,.006608143
2014,2,2014q2,Bulgaria,BGR,20255.454,20565.278514,18958.754821688,19248.460227578,2979.825,observed quarterly,2979.825,2975.073315684014,2981.382,.0064595942
2014,3,2014q3,Bulgaria,BGR,23363.731,21507.902796,21118.750055863,19322.353143667,3061.877,observed quarterly,3061.877,2987.187144375633,2981.382,.0063106236
2014,4,2014q4,Bulgaria,BGR,23602.94,21585.325668,21584.108273161,19497.382037471,2989.683,observed quarterly,2989.683,2999.804513007604,2981.382,.0065215551
2015,1,2015q1,Bulgaria,BGR,18280.415,21788.086784,16233.644153408,19693.751091696,2949.76,observed quarterly,2949.76,3021.093534759209,3031.86,.0066763908
2015,2,2015q2,Bulgaria,BGR,22281.076,22609.908786,19500.731708512,19832.541913787,3011.208,observed quarterly,3011.208,3033.747224148483,3031.86,.0065862411
2015,3,2015q3,Bulgaria,BGR,24172.738,22299.986824,21892.112415504,20050.040357125,3104.741,observed quarterly,3104.741,3038.186844694638,3031.86,.0064578787
2015,4,2015q4,Bulgaria,BGR,24837.157,22748.887282,22335.660645559,20174.583680408,3061.733,observed quarterly,3061.733,3034.41239639767,3031.86,.0065892693
2016,1,2016q1,Bulgaria,BGR,19700.477,23397.966808,16768.744931932,20333.545985613,2975.142,observed quarterly,2975.142,3003.965243846201,3016.803,.006834479
2016,2,2016q2,Bulgaria,BGR,23020.406,23380.008373,20203.172004844,20487.526143445,3033.392,observed quarterly,3033.392,3000.224014543014,3016.803,.0067539988
2016,3,2016q3,Bulgaria,BGR,25936.549,23953.844701,22342.161588666,20584.873405543,3052.746,observed quarterly,3052.746,3014.932385348407,3016.803,.0067430679
2016,4,2016q4,Bulgaria,BGR,26692.007,24465.486519,23068.227931004,20781.439221703,3005.813,observed quarterly,3005.813,3048.090356262377,3016.803,.00691375
2017,1,2017q1,Bulgaria,BGR,20975.452,24853.822406,17233.814394447,20905.238912638,3036.68,observed quarterly,3036.68,3116.411678576949,3150.251,.0068842415
2017,2,2017q2,Bulgaria,BGR,24920.558,25333.102586,20761.615115198,21047.999381259,3171.719,observed quarterly,3171.719,3149.948049820648,3150.251,.0066361488
2017,3,2017q3,Bulgaria,BGR,27971.844,25837.610098,23051.867560225,21190.156126439,3225.007,observed quarterly,3225.007,3167.019185621849,3150.251,.0065705767
2017,4,2017q4,Bulgaria,BGR,28815.113,26455.577729,23597.166927277,21306.102612921,3167.596,observed quarterly,3167.596,3167.625085980555,3150.251,.0067262691
2018,1,2018q1,Bulgaria,BGR,22151.094,26160.373282,17683.194607026,21470.192276105,3099.325,observed quarterly,3099.325,3165.680757393269,3152.662,.0069273771
2018,2,2018q2,Bulgaria,BGR,26848.876,27313.183213,21274.91238726,21581.9336953,3156.968,observed quarterly,3156.968,3166.286170039861,3152.662,.0068362853
2018,3,2018q3,Bulgaria,BGR,30424.399,28159.7723,23663.363061298,21701.120321123,3205.194,observed quarterly,3205.194,3152.964706323295,3152.662,.0067706103
2018,4,2018q4,Bulgaria,BGR,30357.285,27923.529042,24180.974373032,21775.269364225,3148.871,observed quarterly,3148.871,3125.716366243573,3152.662,.0069152624
2019,1,2019q1,Bulgaria,BGR,25217.934,29599.285132,18553.418714685,22592.034544716,2978.247,observed quarterly,2978.247,3085.239181565499,3044.148,.007585682
2019,2,2019q2,Bulgaria,BGR,29741.957,30342.549812,22143.718644124,22534.70921629,3077.065,observed quarterly,3077.065,3058.1071777053,3044.148,.0073234425
2019,3,2019q3,Bulgaria,BGR,31802.321,29501.262601,24398.950390539,22348.829924094,3100.769,observed quarterly,3100.769,3030.581998069902,3044.148,.0072075119
2019,4,2019q4,Bulgaria,BGR,33144.277,30452.573012,24995.17141164,22398.386189168,3020.628,observed quarterly,3020.628,3002.6636426593,3044.148,.0074151424
2020,1,2020q1,Bulgaria,BGR,25856.574,30167.819862,18527.98453087,22426.044644533,2920.69,observed quarterly,2920.69,2967.230764309052,2932.489,.0076783379
2020,2,2020q2,Bulgaria,BGR,28120.666,28914.620059,20336.585355887,21156.456225941,2895.668,observed quarterly,2895.668,2939.382933633146,2932.489,.0073062438
2020,3,2020q3,Bulgaria,BGR,32999.79,30647.768325,24070.743494562,21820.817999245,2978.056,observed quarterly,2978.056,2918.565084662046,2932.489,.0073272022
2020,4,2020q4,Bulgaria,BGR,34111.383,31237.383798,24258.846713576,21714.465375372,2935.542,observed quarterly,2935.542,2904.777217395755,2932.489,.0073970892
2021,1,2021q1,Bulgaria,BGR,28501.059,33008.950468,19194.242628674,22895.724886113,2838.829,observed quarterly,2838.829,2883.072873292181,2877.205,.0080652004
2021,2,2021q2,Bulgaria,BGR,32478.278,33677.686753,21812.768217659,23180.754279899,2866.319,observed quarterly,2866.319,2869.322761727703,2877.205,.0080872905
2021,3,2021q3,Bulgaria,BGR,38356.072,35744.530156,26184.39826654,23602.246794539,2927.841,observed quarterly,2927.841,2870.329944217762,2877.205,.008061314
2021,4,2021q4,Bulgaria,BGR,40266.557,36711.226111,26786.993495482,23849.513268249,2875.832,observed quarterly,2875.832,2886.094420762355,2877.205,.0082930829
2022,1,2022q1,Bulgaria,BGR,33836.001,38926.935054,20195.858083805,24085.411444798,2868.046,observed quarterly,2868.046,2925.783142127636,2940.588,.0083978474
2022,2,2022q2,Bulgaria,BGR,39114.634,40823.669342,22721.586094344,24271.444794792,2913.559,observed quarterly,2913.559,2941.677588188207,2940.588,.0083305147
2022,3,2022q3,Bulgaria,BGR,45705.859,42851.825798,27045.84739716,24430.86931007,3000.243,observed quarterly,3000.243,2948.535223030286,2940.588,.008142964
2022,4,2022q4,Bulgaria,BGR,49703.539,45034.980242,27810.68969047,24587.442516593,2980.504,observed quarterly,2980.504,2946.35604665387,2940.588,.0082494244
2023,1,2023q1,Bulgaria,BGR,39994.21,45740.809107,20646.674149348,24667.405100085,2927.997,observed quarterly,2927.997,2933.946279932875,2931.898,.0084246686
2023,2,2023q2,Bulgaria,BGR,43395.303,45467.152562,23165.595179915,24764.344298194,2914.335,observed quarterly,2914.335,2931.774675880331,2931.898,.0084974254
2023,3,2023q3,Bulgaria,BGR,48663.127,45897.823445,27485.402746231,24880.532050822,2964.692,observed quarterly,2964.692,2930.812197973728,2931.898,.0083922818
2023,4,2023q4,Bulgaria,BGR,53179.865,48065.795383,28321.122457472,25009.842583316,2920.568,observed quarterly,2920.568,2931.058846213068,2931.898,.008563349
2024,1,2024q1,Bulgaria,BGR,43362.021,49439.393104,21030.355087758,25136.872618538,2907.34,observed quarterly,2907.34,2932.985016032009,2932.885,.0086460039
2024,2,2024q2,Bulgaria,BGR,48142.416,50468.417669,23690.863173977,25276.337103781,2930.338,observed quarterly,2930.338,2933.23180559099,2932.885,.0086257411
1999,1,1999q1,Cameroon,CMR,1631937.02178013,,,,,,,,,
1999,2,1999q2,Cameroon,CMR,1876462.5440435,,,,,,,,,
1999,3,1999q3,Cameroon,CMR,1780118.74293768,,,,,,,,,
1999,4,1999q4,Cameroon,CMR,1829939.63950552,,,,,,,,,
2000,1,2000q1,Cameroon,CMR,1723912.92832242,,,,,,,,,
2000,2,2000q2,Cameroon,CMR,1965775.08758531,,,,,,,,,
2000,3,2000q3,Cameroon,CMR,2007736.17229063,,,,,,,,,
2000,4,2000q4,Cameroon,CMR,1807044.71674537,,,,,,,,,
2001,1,2001q1,Cameroon,CMR,1953312.09179864,,,,,,,,,
2001,2,2001q2,Cameroon,CMR,2100327.91020859,,,,,,,,,
2001,3,2001q3,Cameroon,CMR,2091819.73310765,,,,,,,,,
2001,4,2001q4,Cameroon,CMR,1876847.66487762,,,,,,,,,
2002,1,2002q1,Cameroon,CMR,2070795.67348975,,,,,,,,,
2002,2,2002q2,Cameroon,CMR,2123073.81019002,,,,,,,,,
2002,3,2002q3,Cameroon,CMR,2401041.7104507,,,,,,,,,
2002,4,2002q4,Cameroon,CMR,2019100.29823483,,,,,,,,,
2003,1,2003q1,Cameroon,CMR,2111744.89946412,,,,,,,,,
2003,2,2003q2,Cameroon,CMR,2314038.45014517,,,,,,,,,
2003,3,2003q3,Cameroon,CMR,2550112.23740422,,,,,,,,,
2003,4,2003q4,Cameroon,CMR,2285248.99419393,,,,,,,,,
2004,1,2004q1,Cameroon,CMR,2367721.70386773,,,,,,,,,
2004,2,2004q2,Cameroon,CMR,2563547.39069967,,,,,,,,,
2004,3,2004q3,Cameroon,CMR,2544348.45703762,,,,,,,,,
2004,4,2004q4,Cameroon,CMR,2452161.16070702,,,,,,,,,
2005,1,2005q1,Cameroon,CMR,2432060.37958025,,,,3608.941937499984,interpolated from annual,,3608.941937499984,4332.88,
2005,2,2005q2,Cameroon,CMR,2678129.89889419,,,,4091.567312500002,interpolated from annual,,4091.567312500002,4332.88,
2005,3,2005q3,Cameroon,CMR,2769356.78983326,,,,4574.192687500005,interpolated from annual,,4574.192687500005,4332.88,
2005,4,2005q4,Cameroon,CMR,2407185.6683797,,,,5056.818062500009,interpolated from annual,,5056.818062500009,4332.88,
2006,1,2006q1,Cameroon,CMR,2602086.44121485,,,,5539.443437499998,interpolated from annual,,5539.443437499998,,
2006,2,2006q2,Cameroon,CMR,2665440.08969515,,,,6022.068812500002,interpolated from annual,,6022.068812500002,,
2006,3,2006q3,Cameroon,CMR,2820924.55750364,,,,6504.694187500005,interpolated from annual,,6504.694187500005,,
2006,4,2006q4,Cameroon,CMR,2835736.72109757,,,,6987.319562500008,interpolated from annual,,6987.319562500008,,
2007,1,2007q1,Cameroon,CMR,2746818.24972859,,,,7704.682144530519,interpolated from annual,,7704.682144530519,8193.883,
2007,2,2007q2,Cameroon,CMR,2826833.91907849,,,,8202.473646391891,interpolated from annual,,8202.473646391891,8193.883,
2007,3,2007q3,Cameroon,CMR,3142176.50209284,,,,8442.778750930684,interpolated from annual,,8442.778750930684,8193.883,
2007,4,2007q4,Cameroon,CMR,2737038.79946486,,,,8425.597458146905,interpolated from annual,,8425.597458146905,8193.883,
2008,1,2008q1,Cameroon,CMR,2895145.10465065,,,,8152.238416666667,interpolated from annual,,8152.238416666667,,
2008,2,2008q2,Cameroon,CMR,3165226.89108432,,,,8135.580583333333,interpolated from annual,,8135.580583333333,,
2008,3,2008q3,Cameroon,CMR,3276678.62639476,,,,8118.92275,interpolated from annual,,8118.92275,,
2008,4,2008q4,Cameroon,CMR,3023903.86066969,,,,8102.264916666667,interpolated from annual,,8102.264916666667,,
2009,1,2009q1,Cameroon,CMR,3035135.90715192,,,,8085.607083333333,interpolated from annual,,8085.607083333333,,
2009,2,2009q2,Cameroon,CMR,3236198.9515399,,,,8068.94925,interpolated from annual,,8068.94925,,
2009,3,2009q3,Cameroon,CMR,3586003.8564147,,,,8052.291416666667,interpolated from annual,,8052.291416666667,,
2009,4,2009q4,Cameroon,CMR,3279353.50998234,,,,8035.633583333333,interpolated from annual,,8035.633583333333,,
2010,1,2010q1,Cameroon,CMR,3163010.24679745,,,,7996.864788161872,interpolated from annual,,7996.864788161872,7993.989,
2010,2,2010q2,Cameroon,CMR,3513442.5770763,,,,7980.252885970946,interpolated from annual,,7980.252885970946,7993.989,
2010,3,2010q3,Cameroon,CMR,3531374.69550608,,,,7985.683048904537,interpolated from annual,,7985.683048904537,7993.989,
2010,4,2010q4,Cameroon,CMR,3402726.5439674,,,,8013.155276962644,interpolated from annual,,8013.155276962644,7993.989,
2011,1,2011q1,Cameroon,CMR,3461996.51279601,,,,8062.85946875,interpolated from annual,,8062.85946875,,
2011,2,2011q2,Cameroon,CMR,3400435.10852383,,,,8090.40765625,interpolated from annual,,8090.40765625,,
2011,3,2011q3,Cameroon,CMR,3819959.00204597,,,,8117.95584375,interpolated from annual,,8117.95584375,,
2011,4,2011q4,Cameroon,CMR,3752383.86047387,,,,8145.50403125,interpolated from annual,,8145.50403125,,
2012,1,2012q1,Cameroon,CMR,3767300.50395586,,,,8173.05221875,interpolated from annual,,8173.05221875,,
2012,2,2012q2,Cameroon,CMR,3911474.15388165,,,,8200.60040625,interpolated from annual,,8200.60040625,,
2012,3,2012q3,Cameroon,CMR,3933921.28896693,,,,8228.14859375,interpolated from annual,,8228.14859375,,
2012,4,2012q4,Cameroon,CMR,3783162.24840477,,,,8255.696781250001,interpolated from annual,,8255.696781250001,,
2013,1,2013q1,Cameroon,CMR,4130098.61685878,,,,8283.244968750001,interpolated from annual,,8283.244968750001,,
2013,2,2013q2,Cameroon,CMR,4062553.24918185,,,,8310.793156250002,interpolated from annual,,8310.793156250002,,
2013,3,2013q3,Cameroon,CMR,4347517.443966799,,,,8338.34134375,interpolated from annual,,8338.34134375,,
2013,4,2013q4,Cameroon,CMR,4118384.00892643,,,,8365.889531249999,interpolated from annual,,8365.889531249999,,
2014,1,2014q1,Cameroon,CMR,4173260.13214309,,,,8392.000048608117,interpolated from annual,,8392.000048608117,8434.76,
2014,2,2014q2,Cameroon,CMR,4324549.31717577,,,,8419.543517516289,interpolated from annual,,8419.543517516289,8434.76,
2014,3,2014q3,Cameroon,CMR,4531047.69488097,,,,8448.531734454087,interpolated from annual,,8448.531734454087,8434.76,
2014,4,2014q4,Cameroon,CMR,4937266.018197809,,,,8478.964699421511,interpolated from annual,,8478.964699421511,8434.76,
2015,1,2015q1,Cameroon,CMR,4322446.96570075,,,,8510.855446428572,interpolated from annual,,8510.855446428572,,
2015,2,2015q2,Cameroon,CMR,4777711.38759653,,,,8541.293625,interpolated from annual,,8541.293625,,
2015,3,2015q3,Cameroon,CMR,5015584.16230759,,,,8571.731803571429,interpolated from annual,,8571.731803571429,,
2015,4,2015q4,Cameroon,CMR,4927324.04154289,,,,8602.169982142857,interpolated from annual,,8602.169982142857,,
2016,1,2016q1,Cameroon,CMR,4771274.6889373,,,,8632.608160714286,interpolated from annual,,8632.608160714286,,
2016,2,2016q2,Cameroon,CMR,5010644.38110355,,,,8663.046339285715,interpolated from annual,,8663.046339285715,,
2016,3,2016q3,Cameroon,CMR,4995198.1911085,,,,8693.484517857143,interpolated from annual,,8693.484517857143,,
2016,4,2016q4,Cameroon,CMR,5261448.73885065,,,,8723.922696428572,interpolated from annual,,8723.922696428572,,
2017,1,2017q1,Cameroon,CMR,5013424.354990191,,,,8754.360875,interpolated from annual,,8754.360875,,
2017,2,2017q2,Cameroon,CMR,5286787.273657519,,,,8784.799053571429,interpolated from annual,,8784.799053571429,,
2017,3,2017q3,Cameroon,CMR,5255891.74334729,,,,8815.237232142857,interpolated from annual,,8815.237232142857,,
2017,4,2017q4,Cameroon,CMR,5404761.628005,,,,8845.675410714286,interpolated from annual,,8845.675410714286,,
2018,1,2018q1,Cameroon,CMR,5292453.25779353,,,,8876.113589285715,interpolated from annual,,8876.113589285715,,
2018,2,2018q2,Cameroon,CMR,5617998.29539122,,,,8906.551767857143,interpolated from annual,,8906.551767857143,,
2018,3,2018q3,Cameroon,CMR,5496514.792214179,,,,8936.989946428572,interpolated from annual,,8936.989946428572,,
2018,4,2018q4,Cameroon,CMR,5796362.65460108,,,,8967.428125,interpolated from annual,,8967.428125,,
2019,1,2019q1,Cameroon,CMR,5481059.53652501,,,,8997.866303571429,interpolated from annual,,8997.866303571429,,
2019,2,2019q2,Cameroon,CMR,5875839.82782464,,,,9028.304482142858,interpolated from annual,,9028.304482142858,,
2019,3,2019q3,Cameroon,CMR,5776224.45552972,,,,9058.742660714286,interpolated from annual,,9058.742660714286,,
2019,4,2019q4,Cameroon,CMR,6110538.18012063,,,,9089.180839285715,interpolated from annual,,9089.180839285715,,
2020,1,2020q1,Cameroon,CMR,5687142.07839679,,,,9119.619017857143,interpolated from annual,,9119.619017857143,,
2020,2,2020q2,Cameroon,CMR,5818851.98681212,,,,9150.057196428572,interpolated from annual,,9150.057196428572,,
2020,3,2020q3,Cameroon,CMR,5949724.38690795,,,,9180.495375,interpolated from annual,,9180.495375,,
2020,4,2020q4,Cameroon,CMR,6012788.54788314,,,,9210.933553571429,interpolated from annual,,9210.933553571429,,
2021,1,2021q1,Cameroon,CMR,6082568.979012121,,,,9241.371732142858,interpolated from annual,,9241.371732142858,9287.029,
2021,2,2021q2,Cameroon,CMR,6261065.240560809,,,,9271.809910714286,interpolated from annual,,9271.809910714286,9287.029,
2021,3,2021q3,Cameroon,CMR,6199886.64357216,,,,9302.248089285715,interpolated from annual,,9302.248089285715,9287.029,
2021,4,2021q4,Cameroon,CMR,6416975.1368549,,,,9332.686267857143,interpolated from annual,,9332.686267857143,9287.029,
2022,1,2022q1,Cameroon,CMR,6708024.373845769,,,,,,,,,
2022,2,2022q2,Cameroon,CMR,6995897.35054201,,,,,,,,,
2022,3,2022q3,Cameroon,CMR,6807095.08152345,,,,,,,,,
2022,4,2022q4,Cameroon,CMR,7151003.194088769,,,,,,,,,
2023,1,2023q1,Cameroon,CMR,7154044.07500187,,,,,,,,,
2023,2,2023q2,Cameroon,CMR,7532400.61854728,,,,,,,,,
2023,3,2023q3,Cameroon,CMR,7397901.85824487,,,,,,,,,
2023,4,2023q4,Cameroon,CMR,7807056.44820598,,,,,,,,,
2024,1,2024q1,Cameroon,CMR,7680918.94816733,,,,,,,,,
1961,1,1961q1,Canada,CAN,9514,10150,,90980.796875,,,,,,
1961,2,1961q2,Canada,CAN,10205,10374,,93284.5,,,,,,
1961,3,1961q3,Canada,CAN,11356,10651,,95554.5,,,,,,
1961,4,1961q4,Canada,CAN,10951,10851,,96854.5,,,,,,
1962,1,1962q1,Canada,CAN,10309,11156,,99431.796875,,,,,,
1962,2,1962q2,Canada,CAN,10979,11283,,100222,,,,,,
1962,3,1962q3,Canada,CAN,12674,11517,,101503.796875,,,,,,
1962,4,1962q4,Canada,CAN,11777,11783,,103495.5,,,,,,
1963,1,1963q1,Canada,CAN,11007,11896,,104151.796875,,,,,,
1963,2,1963q2,Canada,CAN,11775,12139,,105666.5,,,,,,
1963,3,1963q3,Canada,CAN,13594,12338,,106469.5,,,,,,
1963,4,1963q4,Canada,CAN,12837,12840,,109801.5,,,,,,
1964,1,1964q1,Canada,CAN,12285,13144,,112550.296875,,,,,,
1964,2,1964q2,Canada,CAN,13001,13355,,112971.796875,,,,,,
1964,3,1964q3,Canada,CAN,14761,13645,,114177.5,,,,,,
1964,4,1964q4,Canada,CAN,13929,13831,,114750.296875,,,,,,
1965,1,1965q1,Canada,CAN,13317,14317,,118400.5,,,,,,
1965,2,1965q2,Canada,CAN,14277,14664,,119484.5,,,,,,
1965,3,1965q3,Canada,CAN,16311,15016,,121152,,,,,,
1965,4,1965q4,Canada,CAN,15647,15554,,124121.296875,,,,,,
1966,1,1966q1,Canada,CAN,14987,16080,,126536.5,,,,,,
1966,2,1966q2,Canada,CAN,16213,16622,,129268,,,,,,
1966,3,1966q3,Canada,CAN,18377,16841,,129206.296875,,,,,,
1966,4,1966q4,Canada,CAN,17127,17162,,130807.5,,,,,,
1967,1,1967q1,Canada,CAN,16240,17371,,130512.796875,,,,,,
1967,2,1967q2,Canada,CAN,17657,17936,,133231.796875,,,,,,
1967,3,1967q3,Canada,CAN,19391,18095,,133651.796875,,,,,,
1967,4,1967q4,Canada,CAN,18525,18410,,134234,,,,,,
1968,1,1968q1,Canada,CAN,17608,18829,,135378.296875,,,,,,
1968,2,1968q2,Canada,CAN,19003,19413,,139017.796875,,,,,,
1968,3,1968q3,Canada,CAN,21317,19862,,140954,,,,,,
1968,4,1968q4,Canada,CAN,20546,20370,,142905.796875,,,,,,
1969,1,1969q1,Canada,CAN,19581,20949,,144862.296875,,,,,,
1969,2,1969q2,Canada,CAN,21082,21369,,145458.296875,,,,,,
1969,3,1969q3,Canada,CAN,23235,21785,,147072,,,,,,
1969,4,1969q4,Canada,CAN,22532,22327,,149150.296875,,,,,,
1970,1,1970q1,Canada,CAN,21537,22844,,150072,,,,,,
1970,2,1970q2,Canada,CAN,22875,23056,,150084.5,,,,,,
1970,3,1970q3,Canada,CAN,24677,23524,,151637.796875,,,,,,
1970,4,1970q4,Canada,CAN,24065,23729,,151868,,,,,,
1971,1,1971q1,Canada,CAN,22604,24072,,151086.796875,,,,,,
1971,2,1971q2,Canada,CAN,24882,25078,,155498.296875,,,,,,
1971,3,1971q3,Canada,CAN,27324,25906,,159795.5,,,,,,
1971,4,1971q4,Canada,CAN,26854,26609,,161542,,,,,,
1972,1,1972q1,Canada,CAN,25457,27037,,161001.5,,,,,,
1972,2,1972q2,Canada,CAN,28038,28066,,165565.796875,,,,,,
1972,3,1972q3,Canada,CAN,30055,28596,,166057,,,,,,
1972,4,1972q4,Canada,CAN,29972,29822,,169957.5,,,,,,
1973,1,1973q1,Canada,CAN,29303,31189,,174319.5,,,,,,
1973,2,1973q2,Canada,CAN,32085,32510,,175982.5,,,,,,
1973,3,1973q3,Canada,CAN,35682,33631,,176800.796875,,,,,,
1973,4,1973q4,Canada,CAN,35896,35636,,180061.796875,,,,,,
1974,1,1974q1,Canada,CAN,35106,37325,,181552,,,,,,
1974,2,1974q2,Canada,CAN,37914,38990,,183414.296875,,,,,,
1974,3,1974q3,Canada,CAN,43523,40561,,183449.5,,,,,,
1974,4,1974q4,Canada,CAN,41633,41300,,182493.796875,,,,,,
1975,1,1975q1,Canada,CAN,39211,41861,,181499.5,,,,,,
1975,2,1975q2,Canada,CAN,42052,43406,,183828,,,,,,
1975,3,1975q3,Canada,CAN,49369,45554,,187354.796875,,,,,,
1975,4,1975q4,Canada,CAN,47296,47107,,189522.796875,,,,,,
1976,1,1976q1,Canada,CAN,46287,49062,,192825.5,9341.416999999999,observed quarterly,9341.416999999999,9683.863624999998,9747.485000000001,.020641997
1976,2,1976q2,Canada,CAN,50106,51563,,196983.796875,9766.762000000001,observed quarterly,9766.762000000001,9726.277875,9747.485000000001,.020168792
1976,3,1976q3,Canada,CAN,56109,52112,,197893.296875,10097.449,observed quarterly,10097.449,9768.692125000001,9747.485000000001,.019598346
1976,4,1976q4,Canada,CAN,53484,53249,,198213,9784.312,observed quarterly,9784.312,9811.106374999999,9747.485000000001,.020258246
1977,1,1977q1,Canada,CAN,52324,54978,,201253.296875,9537.207,observed quarterly,9537.207,9836.969889846841,9917.142,.021101911
1977,2,1977q2,Canada,CAN,54807,56202,,202280.296875,9942.772999999999,observed quarterly,9942.772999999999,9879.312897592908,9917.142,.020344455
1977,3,1977q3,Canada,CAN,61445,57431,,203469.296875,10249.082,observed quarterly,10249.082,9938.313503873034,9917.142,.019852441
1977,4,1977q4,Canada,CAN,59025,58990,,206693.5,9939.505999999999,observed quarterly,9939.505999999999,10013.97170868722,9917.142,.020795148
1978,1,1978q1,Canada,CAN,57410,60330,,208478.5,9727.493,observed quarterly,9727.493,10088.69622061533,10220.284,.021431884
1978,2,1978q2,Canada,CAN,60973,62171,,209897.5,10194.422,observed quarterly,10194.422,10164.34742403023,10220.284,.020589447
1978,3,1978q3,Canada,CAN,68069,63801,,211855.5,10609.03,observed quarterly,10609.03,10258.10960170745,10220.284,.019969357
1978,4,1978q4,Canada,CAN,65623,65773,,213864.296875,10350.19,observed quarterly,10350.19,10369.98275364699,10220.284,.020662839
1979,1,1979q1,Canada,CAN,64788,67850,,215570.5,10161.713,observed quarterly,10161.713,10516.82862352202,10668.571,.021213992
1979,2,1979q2,Canada,CAN,70150,71043,,218430.296875,10650.342,observed quarterly,10650.342,10629.07504029391,10668.571,.020509228
1979,3,1979q3,Canada,CAN,77376,73230,,220031.5,11074.351,observed quarterly,11074.351,10724.69420838594,10668.571,.019868568
1979,4,1979q4,Canada,CAN,75295,75485,,221507.796875,10787.878,observed quarterly,10787.878,10803.68612779813,10668.571,.020533027
1980,1,1980q1,Canada,CAN,74197,77446,,223045.796875,10563.162,observed quarterly,10563.162,10865.06208725246,10984.047,.021115439
1980,2,1980q2,Canada,CAN,77575,79307,,222948.296875,10977.533,observed quarterly,10977.533,10943.92614121798,10984.047,.020309508
1980,3,1980q3,Canada,CAN,86291,81191,,222763,11330.373,observed quarterly,11330.373,11023.47902698276,10984.047,.019660695
1980,4,1980q4,Canada,CAN,84720,84838,,225845.296875,11065.119,observed quarterly,11065.119,11103.72074454679,10984.047,.020410562
1981,1,1981q1,Canada,CAN,84538,88998,,230710.796875,10907.008,observed quarterly,10907.008,11269.69034259864,11305.034,.021152528
1981,2,1981q2,Canada,CAN,89420,91998,,233233.296875,11397.864,observed quarterly,11397.864,11350.54713307595,11305.034,.020462895
1981,3,1981q3,Canada,CAN,99242,93205,,231136.296875,11690.735,observed quarterly,11690.735,11345.46239523865,11305.034,.019770896
1981,4,1981q4,Canada,CAN,95158,94157,,230073.296875,11224.527,observed quarterly,11224.527,11254.43612908676,11305.034,.020497371
1982,1,1982q1,Canada,CAN,91630,95751,,227440.296875,10827.668,observed quarterly,10827.668,11023.82237088723,10943.676,.021005474
1982,2,1982q2,Canada,CAN,94040,96629,,224821.796875,11058.105,observed quarterly,11058.105,10933.9342989214,10943.676,.020330951
1982,3,1982q3,Canada,CAN,103417,97390,,222828,11159.048,observed quarterly,11159.048,10898.73196401709,10943.676,.01996837
1982,4,1982q4,Canada,CAN,99094,98411,,220771.796875,10729.881,observed quarterly,10729.881,10918.21536617429,10943.676,.020575419
1983,1,1983q1,Canada,CAN,96806,100809,,224379.796875,10494.881,observed quarterly,10494.881,10967.57917444816,11022.001,.021379927
1983,2,1983q2,Canada,CAN,101460,103951,,228806.296875,11029,observed quarterly,11029,10987.11580278953,11022.001,.020745879
1983,3,1983q3,Canada,CAN,113010,107240,,231376.796875,11440.646,observed quarterly,11440.646,11031.76931417069,11022.001,.020224102
1983,4,1983q4,Canada,CAN,110040,109316,,234253.296875,11123.477,observed quarterly,11123.477,11101.53970859163,11022.001,.021059358
1984,1,1984q1,Canada,CAN,107443,111960,,238310.5,10848.898,observed quarterly,10848.898,11187.35160048502,11301.72,.021966333
1984,2,1984q2,Canada,CAN,112075,114888,,242935.296875,11318.17,observed quarterly,11318.17,11257.22218204565,11301.72,.021464186
1984,3,1984q3,Canada,CAN,122679,116295,,243979.796875,11684.716,observed quarterly,11684.716,11336.65529078031,11301.72,.02088025
1984,4,1984q4,Canada,CAN,119789,118843,,247787.5,11355.094,observed quarterly,11355.094,11425.65092668901,11301.72,.021821704
1985,1,1985q1,Canada,CAN,116619,121524,,251594.5,11173.07,observed quarterly,11173.07,11525.11201122389,11658.004,.022517938
1985,2,1985q2,Canada,CAN,120368,123838,,252403.796875,11667.408,observed quarterly,11667.408,11614.1885336149,11658.004,.021633236
1985,3,1985q3,Canada,CAN,132712,125968,,255608,12029.942,observed quarterly,12029.942,11702.54226119551,11658.004,.02124765
1985,4,1985q4,Canada,CAN,130328,128697,,259505,11761.596,observed quarterly,11761.596,11790.1731939657,11658.004,.022063758
1986,1,1986q1,Canada,CAN,124766,129653,,259373.5,11582.658,observed quarterly,11582.658,11880.2811920674,12008.506,.022393262
1986,2,1986q2,Canada,CAN,127948,130961,,260864.296875,12081.966,observed quarterly,12081.966,11967.93039989443,12008.506,.021591213
1986,3,1986q3,Canada,CAN,138805,132555,,261192.296875,12345.052,observed quarterly,12345.052,12052.33060391352,12008.506,.02115765
