country,country_name,year,quarter,time,period,realGDP_empl,y
ECU,Ecuador,2023,3,2023.5,2023-Q3,0.0035440919,-5.642473315424268
ECU,Ecuador,2023,4,2023.75,2023-Q4,0.0034692895,-5.663805461031773
ECU,Ecuador,2024,1,2024.0,2024-Q1,0.0036286423,-5.618896722707634
ESP,Spain,1995,1,1995.0,1995-Q1,0.014424662,-4.238815898404957
ESP,Spain,1995,2,1995.25,1995-Q2,0.014387616,-4.2413874424123374
ESP,Spain,1995,3,1995.5,1995-Q3,0.01440685,-4.240051491062472
ESP,Spain,1995,4,1995.75,1995-Q4,0.014431657,-4.238331082574012
ESP,Spain,1996,1,1996.0,1996-Q1,0.014491082,-4.234221853249659
ESP,Spain,1996,2,1996.25,1996-Q2,0.014408201,-4.239957720622781
ESP,Spain,1996,3,1996.5,1996-Q3,0.014279982,-4.248896582575695
ESP,Spain,1996,4,1996.75,1996-Q4,0.014289648,-4.248219919953966
ESP,Spain,1997,1,1997.0,1997-Q1,0.014362996,-4.243100102025841
ESP,Spain,1997,2,1997.25,1997-Q2,0.014330218,-4.245384824417576
ESP,Spain,1997,3,1997.5,1997-Q3,0.014305814,-4.247089250918282
ESP,Spain,1997,4,1997.75,1997-Q4,0.014411794,-4.2397083798426305
ESP,Spain,1998,1,1998.0,1998-Q1,0.014428239,-4.238567951065567
ESP,Spain,1998,2,1998.25,1998-Q2,0.014394837,-4.24088567835828
ESP,Spain,1998,3,1998.5,1998-Q3,0.014290476,-4.248161977588129
ESP,Spain,1998,4,1998.75,1998-Q4,0.014363672,-4.243053037743961
ESP,Spain,1999,1,1999.0,1999-Q1,0.014300202,-4.247481615941918
ESP,Spain,1999,2,1999.25,1999-Q2,0.014165233,-4.256964696840941
ESP,Spain,1999,3,1999.5,1999-Q3,0.014142931,-4.258540355694274
ESP,Spain,1999,4,1999.75,1999-Q4,0.014193813,-4.254949113546941
ESP,Spain,2000,1,2000.0,2000-Q1,0.014265918,-4.249881943074956
ESP,Spain,2000,2,2000.25,2000-Q2,0.014146005,-4.258323026911594
ESP,Spain,2000,3,2000.5,2000-Q3,0.014070081,-4.263704650942773
ESP,Spain,2000,4,2000.75,2000-Q4,0.014130128,-4.259446023586462
ESP,Spain,2001,1,2001.0,2001-Q1,0.014198077,-4.254648746080592
ESP,Spain,2001,2,2001.25,2001-Q2,0.014121505,-4.260056466194702
ESP,Spain,2001,3,2001.5,2001-Q3,0.014066556,-4.263955213937806
ESP,Spain,2001,4,2001.75,2001-Q4,0.01410938,-4.260915454550578
ESP,Spain,2002,1,2002.0,2002-Q1,0.014060756,-4.264367624486116
ESP,Spain,2002,2,2002.25,2002-Q2,0.013937905,-4.2731431718880195
ESP,Spain,2002,3,2002.5,2002-Q3,0.013890049,-4.276582594504324
ESP,Spain,2002,4,2002.75,2002-Q4,0.01393842,-4.273106222971686
ESP,Spain,2003,1,2003.0,2003-Q1,0.013989745,-4.269430717776085
ESP,Spain,2003,2,2003.25,2003-Q2,0.013776964,-4.2847573569738255
ESP,Spain,2003,3,2003.5,2003-Q3,0.013704378,-4.290039935153337
ESP,Spain,2003,4,2003.75,2003-Q4,0.013745692,-4.287029813052013
ESP,Spain,2004,1,2004.0,2004-Q1,0.013802967,-4.282871709928166
ESP,Spain,2004,2,2004.25,2004-Q2,0.01375699,-4.286208220406211
ESP,Spain,2004,3,2004.5,2004-Q3,0.013668075,-4.292692457474612
ESP,Spain,2004,4,2004.75,2004-Q4,0.013614872,-4.296592554296127
ESP,Spain,2005,1,2005.0,2005-Q1,0.013556731,-4.300872102229711
ESP,Spain,2005,2,2005.25,2005-Q2,0.013374022,-4.314441110368901
ESP,Spain,2005,3,2005.5,2005-Q3,0.013320517,-4.318449800809317
ESP,Spain,2005,4,2005.75,2005-Q4,0.013391712,-4.313119270842606
ESP,Spain,2006,1,2006.0,2006-Q1,0.013499681,-4.305089223446567
ESP,Spain,2006,2,2006.25,2006-Q2,0.013407077,-4.3119725771107635
ESP,Spain,2006,3,2006.5,2006-Q3,0.013399056,-4.312571022268026
ESP,Spain,2006,4,2006.75,2006-Q4,0.013453761,-4.308496583770194
ESP,Spain,2007,1,2007.0,2007-Q1,0.013527675,-4.303017691920453
ESP,Spain,2007,2,2007.25,2007-Q2,0.01343858,-4.309625604230896
ESP,Spain,2007,3,2007.5,2007-Q3,0.013427042,-4.310484545870838
ESP,Spain,2007,4,2007.75,2007-Q4,0.013531958,-4.302701131822556
ESP,Spain,2008,1,2008.0,2008-Q1,0.013621637,-4.296095794587377
ESP,Spain,2008,2,2008.25,2008-Q2,0.013608627,-4.297051349112293
ESP,Spain,2008,3,2008.5,2008-Q3,0.013639611,-4.294777146035081
ESP,Spain,2008,4,2008.75,2008-Q4,0.013763655,-4.285723856749014
ESP,Spain,2009,1,2009.0,2009-Q1,0.013931029,-4.273636624571895
ESP,Spain,2009,2,2009.25,2009-Q2,0.014034938,-4.266205486705658
ESP,Spain,2009,3,2009.5,2009-Q3,0.014103679,-4.26131959364642
ESP,Spain,2009,4,2009.75,2009-Q4,0.014255531,-4.250610307223581
ESP,Spain,2010,1,2010.0,2010-Q1,0.014424194,-4.23884834336569
ESP,Spain,2010,2,2010.25,2010-Q2,0.014366333,-4.242867795868255
ESP,Spain,2010,3,2010.5,2010-Q3,0.014305471,-4.247113227471591
ESP,Spain,2010,4,2010.75,2010-Q4,0.014430928,-4.238381597799877
ESP,Spain,2011,1,2011.0,2011-Q1,0.014614052,-4.225771747387609
ESP,Spain,2011,2,2011.25,2011-Q2,0.014422977,-4.238932719057207
ESP,Spain,2011,3,2011.5,2011-Q3,0.014442069,-4.237609873232945
ESP,Spain,2011,4,2011.75,2011-Q4,0.014622944,-4.22516347694326
ESP,Spain,2012,1,2012.0,2012-Q1,0.014801757,-4.213009389042064
ESP,Spain,2012,2,2012.25,2012-Q2,0.014663717,-4.222379067594408
ESP,Spain,2012,3,2012.5,2012-Q3,0.014671371,-4.22185723516127
ESP,Spain,2012,4,2012.75,2012-Q4,0.014824726,-4.211458816562571
ESP,Spain,2013,1,2013.0,2013-Q1,0.015052312,-4.1962236783233315
ESP,Spain,2013,2,2013.25,2013-Q2,0.01492266,-4.2048744159149525
ESP,Spain,2013,3,2013.5,2013-Q3,0.014853057,-4.209549576333541
ESP,Spain,2013,4,2013.75,2013-Q4,0.014964286,-4.2020888501421245
ESP,Spain,2014,1,2014.0,2014-Q1,0.015184513,-4.187479252121533
ESP,Spain,2014,2,2014.25,2014-Q2,0.014912457,-4.205558375049267
ESP,Spain,2014,3,2014.5,2014-Q3,0.0149014,-4.206300110713119
ESP,Spain,2014,4,2014.75,2014-Q4,0.014989769,-4.200387377259886
ESP,Spain,2015,1,2015.0,2015-Q1,0.015271581,-4.181761628765337
ESP,Spain,2015,2,2015.25,2015-Q2,0.015087207,-4.193908112796769
ESP,Spain,2015,3,2015.5,2015-Q3,0.015071807,-4.194929366431816
ESP,Spain,2015,4,2015.75,2015-Q4,0.015168537,-4.188531930615147
ESP,Spain,2016,1,2016.0,2016-Q1,0.015328255,-4.178057421670719
ESP,Spain,2016,2,2016.25,2016-Q2,0.015150541,-4.189719038093373
ESP,Spain,2016,3,2016.5,2016-Q3,0.015084047,-4.1941175837065
ESP,Spain,2016,4,2016.75,2016-Q4,0.015185535,-4.1874119489680846
ESP,Spain,2017,1,2017.0,2017-Q1,0.015350642,-4.1765979817193
ESP,Spain,2017,2,2017.25,2017-Q2,0.015201975,-4.1863299253600985
ESP,Spain,2017,3,2017.5,2017-Q3,0.015108514,-4.1924968530003
ESP,Spain,2017,4,2017.75,2017-Q4,0.015241229,-4.183751088930493
ESP,Spain,2018,1,2018.0,2018-Q1,0.015407049,-4.172930147014998
ESP,Spain,2018,2,2018.25,2018-Q2,0.015131064,-4.191005429794598
ESP,Spain,2018,3,2018.5,2018-Q3,0.015072248,-4.194900106931059
ESP,Spain,2018,4,2018.75,2018-Q4,0.015132123,-4.190935443774921
ESP,Spain,2019,1,2019.0,2019-Q1,0.015297944,-4.180036838698393
ESP,Spain,2019,2,2019.25,2019-Q2,0.015083428,-4.194158621280914
ESP,Spain,2019,3,2019.5,2019-Q3,0.015059523,-4.195744730418772
ESP,Spain,2019,4,2019.75,2019-Q4,0.015075234,-4.194702014101299
ESP,Spain,2020,1,2020.0,2020-Q1,0.014502186,-4.233455882297857
ESP,Spain,2020,2,2020.25,2020-Q2,0.012610379,-4.373235073945468
ESP,Spain,2020,3,2020.5,2020-Q3,0.014181413,-4.2558231154519355
ESP,Spain,2020,4,2020.75,2020-Q4,0.014160829,-4.257275647232526
ESP,Spain,2021,1,2021.0,2021-Q1,0.014408824,-4.2399144822940436
ESP,Spain,2021,2,2021.25,2021-Q2,0.014253345,-4.250763662971754
ESP,Spain,2021,3,2021.5,2021-Q3,0.014254394,-4.250690068920646
ESP,Spain,2021,4,2021.75,2021-Q4,0.014420914,-4.2390757649454
ESP,Spain,2022,1,2022.0,2022-Q1,0.014671166,-4.221871208049845
ESP,Spain,2022,2,2022.25,2022-Q2,0.014626903,-4.224892774670925
ESP,Spain,2022,3,2022.5,2022-Q3,0.014653556,-4.223072242597886
ESP,Spain,2022,4,2022.75,2022-Q4,0.014812039,-4.212314982933967
ESP,Spain,2023,1,2023.0,2023-Q1,0.014916274,-4.2053024472982115
ESP,Spain,2023,2,2023.25,2023-Q2,0.014513892,-4.232649019245237
ESP,Spain,2023,3,2023.5,2023-Q3,0.014481402,-4.234890073507211
ESP,Spain,2023,4,2023.75,2023-Q4,0.014626518,-4.224919096378737
ESP,Spain,2024,1,2024.0,2024-Q1,0.014859299,-4.209129414425692
ESP,Spain,2024,2,2024.25,2024-Q2,0.014681055,-4.221197391893026
ESP,Spain,2024,3,2024.5,2024-Q3,0.014708843,-4.219306401439064
EST,Estonia,1995,1,1995.0,1995-Q1,0.0030374771,-5.79672800943854
EST,Estonia,1995,2,1995.25,1995-Q2,0.003057553,-5.790140356129637
EST,Estonia,1995,3,1995.5,1995-Q3,0.0030803883,-5.7826996185144175
EST,Estonia,1995,4,1995.75,1995-Q4,0.0031308681,-5.7664449646411775
EST,Estonia,1996,1,1996.0,1996-Q1,0.0031614939,-5.756710609931329
EST,Estonia,1996,2,1996.25,1996-Q2,0.0032337895,-5.7341006096178795
EST,Estonia,1996,3,1996.5,1996-Q3,0.0033539252,-5.697623917559086
EST,Estonia,1996,4,1996.75,1996-Q4,0.0034432577,-5.6713372499099854
EST,Estonia,1997,1,1997.0,1997-Q1,0.0036016791,-5.626355125591849
EST,Estonia,1997,2,1997.25,1997-Q2,0.0037685023,-5.581077624358526
EST,Estonia,1997,3,1997.5,1997-Q3,0.003882278,-5.551333184228537
EST,Estonia,1997,4,1997.75,1997-Q4,0.0039981119,-5.521933054301116
EST,Estonia,1998,1,1998.0,1998-Q1,0.003974434,-5.527872930951358
EST,Estonia,1998,2,1998.25,1998-Q2,0.0039674374,-5.529634883886045
EST,Estonia,1998,3,1998.5,1998-Q3,0.0039619403,-5.531021398966704
EST,Estonia,1998,4,1998.75,1998-Q4,0.0039331233,-5.538321435909452
EST,Estonia,1999,1,1999.0,1999-Q1,0.004009957,-5.518974760913173
EST,Estonia,1999,2,1999.25,1999-Q2,0.0040903357,-5.4991282340560526
EST,Estonia,1999,3,1999.5,1999-Q3,0.0041559916,-5.483204226921405
EST,Estonia,1999,4,1999.75,1999-Q4,0.0042541083,-5.45987010413605
EST,Estonia,2000,1,2000.0,2000-Q1,0.0044734203,-5.409601995163049
EST,Estonia,2000,2,2000.25,2000-Q2,0.0044625518,-5.412034524100613
EST,Estonia,2000,3,2000.5,2000-Q3,0.0044404604,-5.416997214220129
EST,Estonia,2000,4,2000.75,2000-Q4,0.0045995265,-5.381801915567845
EST,Estonia,2001,1,2001.0,2001-Q1,0.0047335648,-5.353076702830216
EST,Estonia,2001,2,2001.25,2001-Q2,0.0047235866,-5.355186895060546
EST,Estonia,2001,3,2001.5,2001-Q3,0.0046885977,-5.362621739100527
EST,Estonia,2001,4,2001.75,2001-Q4,0.0047676642,-5.345898779551595
EST,Estonia,2002,1,2002.0,2002-Q1,0.0049129506,-5.315880580802416
EST,Estonia,2002,2,2002.25,2002-Q2,0.0050437483,-5.289605762996877
EST,Estonia,2002,3,2002.5,2002-Q3,0.0050811144,-5.282224671371104
EST,Estonia,2002,4,2002.75,2002-Q4,0.0051564765,-5.26750178157333
EST,Estonia,2003,1,2003.0,2003-Q1,0.0053364113,-5.233201893129446
EST,Estonia,2003,2,2003.25,2003-Q2,0.00535414,-5.229885185551958
EST,Estonia,2003,3,2003.5,2003-Q3,0.0052318866,-5.252983339374057
EST,Estonia,2003,4,2003.75,2003-Q4,0.0053807301,-5.224931207696011
EST,Estonia,2004,1,2004.0,2004-Q1,0.0056431242,-5.177317430667963
EST,Estonia,2004,2,2004.25,2004-Q2,0.0055642077,-5.191400676358135
EST,Estonia,2004,3,2004.5,2004-Q3,0.0057192403,-5.163919297096396
EST,Estonia,2004,4,2004.75,2004-Q4,0.0058222096,-5.1460754329326415
EST,Estonia,2005,1,2005.0,2005-Q1,0.0059449021,-5.125221216594833
EST,Estonia,2005,2,2005.25,2005-Q2,0.006023997,-5.1120042864926365
EST,Estonia,2005,3,2005.5,2005-Q3,0.0061362213,-5.0935461497266
EST,Estonia,2005,4,2005.75,2005-Q4,0.0062116152,-5.081334320237653
EST,Estonia,2006,1,2006.0,2006-Q1,0.0062307771,-5.07825421880907
EST,Estonia,2006,2,2006.25,2006-Q2,0.0062010866,-5.083030744222476
EST,Estonia,2006,3,2006.5,2006-Q3,0.0063280766,-5.06275894365958
EST,Estonia,2006,4,2006.75,2006-Q4,0.0064782067,-5.0393115507457535
EST,Estonia,2007,1,2007.0,2007-Q1,0.0067753214,-4.9944684742271805
EST,Estonia,2007,2,2007.25,2007-Q2,0.0066858563,-5.007760983886454
EST,Estonia,2007,3,2007.5,2007-Q3,0.0066616456,-5.011388737863739
EST,Estonia,2007,4,2007.75,2007-Q4,0.0066942014,-5.00651359000084
EST,Estonia,2008,1,2008.0,2008-Q1,0.0065451534,-5.029030442156201
EST,Estonia,2008,2,2008.25,2008-Q2,0.0066289403,-5.016310321646676
EST,Estonia,2008,3,2008.5,2008-Q3,0.006590473,-5.022130157626155
EST,Estonia,2008,4,2008.75,2008-Q4,0.0058713611,-5.137668798085474
EST,Estonia,2009,1,2009.0,2009-Q1,0.0061130738,-5.097325555376327
EST,Estonia,2009,2,2009.25,2009-Q2,0.0061024302,-5.099068193697845
EST,Estonia,2009,3,2009.5,2009-Q3,0.0059274202,-5.128166202789314
EST,Estonia,2009,4,2009.75,2009-Q4,0.0061467215,-5.091836428737294
EST,Estonia,2010,1,2010.0,2010-Q1,0.0065128594,-5.03397668724493
EST,Estonia,2010,2,2010.25,2010-Q2,0.0065597813,-5.026798014996511
EST,Estonia,2010,3,2010.5,2010-Q3,0.0064566568,-5.042643618368803
EST,Estonia,2010,4,2010.75,2010-Q4,0.0064259921,-5.047404247669867
EST,Estonia,2011,1,2011.0,2011-Q1,0.0066416296,-5.014397923918024
EST,Estonia,2011,2,2011.25,2011-Q2,0.0066048061,-5.01995769798683
EST,Estonia,2011,3,2011.5,2011-Q3,0.0064247753,-5.047593621575061
EST,Estonia,2011,4,2011.75,2011-Q4,0.0065619508,-5.026467342185446
EST,Estonia,2012,1,2012.0,2012-Q1,0.0066523487,-5.0127852987006385
EST,Estonia,2012,2,2012.25,2012-Q2,0.0066583552,-5.011882791898169
EST,Estonia,2012,3,2012.5,2012-Q3,0.0065872851,-5.02261398803767
EST,Estonia,2012,4,2012.75,2012-Q4,0.0067699556,-4.995260750425102
EST,Estonia,2013,1,2013.0,2013-Q1,0.006854339,-4.98287339658359
EST,Estonia,2013,2,2013.25,2013-Q2,0.0066015949,-5.02044400762763
EST,Estonia,2013,3,2013.5,2013-Q3,0.0066434671,-5.0141212981541
EST,Estonia,2013,4,2013.75,2013-Q4,0.0067536929,-4.997665827404019
EST,Estonia,2014,1,2014.0,2014-Q1,0.0069969115,-4.962286441576201
EST,Estonia,2014,2,2014.25,2014-Q2,0.0067663062,-4.9957999539574125
EST,Estonia,2014,3,2014.5,2014-Q3,0.0068079634,-4.989662263753717
EST,Estonia,2014,4,2014.75,2014-Q4,0.0069543817,-4.968383357630467
EST,Estonia,2015,1,2015.0,2015-Q1,0.0070138155,-4.959873432143911
EST,Estonia,2015,2,2015.25,2015-Q2,0.0069667194,-4.966610839330139
EST,Estonia,2015,3,2015.5,2015-Q3,0.0068254364,-4.987098998563336
EST,Estonia,2015,4,2015.75,2015-Q4,0.0069958121,-4.962443580391158
EST,Estonia,2016,1,2016.0,2016-Q1,0.0072451155,-4.9274277613075785
EST,Estonia,2016,2,2016.25,2016-Q2,0.006896541,-4.976735297421784
EST,Estonia,2016,3,2016.5,2016-Q3,0.006997725,-4.96217018275077
EST,Estonia,2016,4,2016.75,2016-Q4,0.0072460272,-4.927301932721099
EST,Estonia,2017,1,2017.0,2017-Q1,0.0073206229,-4.917059859000929
EST,Estonia,2017,2,2017.25,2017-Q2,0.0073752999,-4.909618713176249
EST,Estonia,2017,3,2017.5,2017-Q3,0.0072748037,-4.923338449106493
EST,Estonia,2017,4,2017.75,2017-Q4,0.0073757824,-4.909553294247608
EST,Estonia,2018,1,2018.0,2018-Q1,0.0075935377,-4.880457696033771
EST,Estonia,2018,2,2018.25,2018-Q2,0.0074953488,-4.893472610818626
EST,Estonia,2018,3,2018.5,2018-Q3,0.0075497376,-4.886242471292059
EST,Estonia,2018,4,2018.75,2018-Q4,0.007520067,-4.89018023148561
EST,Estonia,2019,1,2019.0,2019-Q1,0.0078107435,-4.85225512119812
EST,Estonia,2019,2,2019.25,2019-Q2,0.0077877576,-4.855202316763966
EST,Estonia,2019,3,2019.5,2019-Q3,0.0076973792,-4.866875371695712
EST,Estonia,2019,4,2019.75,2019-Q4,0.0076875361,-4.868154949925567
EST,Estonia,2020,1,2020.0,2020-Q1,0.0077298852,-4.862661267722065
EST,Estonia,2020,2,2020.25,2020-Q2,0.0075657354,-4.884125725627094
EST,Estonia,2020,3,2020.5,2020-Q3,0.0077610984,-4.858631408412002
EST,Estonia,2020,4,2020.75,2020-Q4,0.0078480905,-4.847485025185156
EST,Estonia,2021,1,2021.0,2021-Q1,0.0081441626,-4.81045385375442
EST,Estonia,2021,2,2021.25,2021-Q2,0.0083433324,-4.786292574072331
EST,Estonia,2021,3,2021.5,2021-Q3,0.0080818078,-4.8181396938509
EST,Estonia,2021,4,2021.75,2021-Q4,0.0081793824,-4.806138632440336
EST,Estonia,2022,1,2022.0,2022-Q1,0.0080494191,-4.8221553516461135
EST,Estonia,2022,2,2022.25,2022-Q2,0.0079164291,-4.838815046040911
EST,Estonia,2022,3,2022.5,2022-Q3,0.0077943271,-4.854359104765607
EST,Estonia,2022,4,2022.75,2022-Q4,0.0076943124,-4.86727387240899
EST,Estonia,2023,1,2023.0,2023-Q1,0.0074123312,-4.9046102872616
EST,Estonia,2023,2,2023.25,2023-Q2,0.0074337218,-4.901728630459998
EST,Estonia,2023,3,2023.5,2023-Q3,0.0074097263,-4.904961776928514
EST,Estonia,2023,4,2023.75,2023-Q4,0.0073797419,-4.909016613881051
EST,Estonia,2024,1,2024.0,2024-Q1,0.0073452806,-4.913697267226919
EST,Estonia,2024,2,2024.25,2024-Q2,0.0072107688,-4.9321797036888215
EST,Estonia,2024,3,2024.5,2024-Q3,0.0073064975,-4.918991258210715
FIN,Finland,1990,1,1990.0,1990-Q1,0.012757857,-4.361607961878585
FIN,Finland,1990,2,1990.25,1990-Q2,0.012634005,-4.371363290748227
FIN,Finland,1990,3,1990.5,1990-Q3,0.012461514,-4.38511026417618
FIN,Finland,1990,4,1990.75,1990-Q4,0.012555845,-4.377568984774389
FIN,Finland,1991,1,1991.0,1991-Q1,0.01250475,-4.381646706855596
FIN,Finland,1991,2,1991.25,1991-Q2,0.01251852,-4.380546131160259
FIN,Finland,1991,3,1991.5,1991-Q3,0.012455451,-4.385596920566286
FIN,Finland,1991,4,1991.75,1991-Q4,0.012537263,-4.379050029162882
FIN,Finland,1992,1,1992.0,1992-Q1,0.012861863,-4.353488702857837
FIN,Finland,1992,2,1992.25,1992-Q2,0.012962795,-4.345671947729809
FIN,Finland,1992,3,1992.5,1992-Q3,0.013078731,-4.336767956008293
FIN,Finland,1992,4,1992.75,1992-Q4,0.013186406,-4.328568828532974
FIN,Finland,1993,1,1993.0,1993-Q1,0.013488251,-4.30593626876174
FIN,Finland,1993,2,1993.25,1993-Q2,0.013677446,-4.292007080124016
FIN,Finland,1993,3,1993.5,1993-Q3,0.01388632,-4.2768510961232655
FIN,Finland,1993,4,1993.75,1993-Q4,0.014014086,-4.267692312332202
FIN,Finland,1994,1,1994.0,1994-Q1,0.014022192,-4.2671140615226
FIN,Finland,1994,2,1994.25,1994-Q2,0.014172598,-4.256444896989934
FIN,Finland,1994,3,1994.5,1994-Q3,0.014538649,-4.230944727287266
FIN,Finland,1994,4,1994.75,1994-Q4,0.014960186,-4.202362873358017
FIN,Finland,1995,1,1995.0,1995-Q1,0.014971965,-4.201575826639721
FIN,Finland,1995,2,1995.25,1995-Q2,0.015382364,-4.17453362060438
FIN,Finland,1995,3,1995.5,1995-Q3,0.015343614,-4.177055917570413
FIN,Finland,1995,4,1995.75,1995-Q4,0.015262022,-4.18238775862707
FIN,Finland,1996,1,1996.0,1996-Q1,0.015374982,-4.175013636021948
FIN,Finland,1996,2,1996.25,1996-Q2,0.015353668,-4.176400875840041
FIN,Finland,1996,3,1996.5,1996-Q3,0.015389752,-4.174053445621161
FIN,Finland,1996,4,1996.75,1996-Q4,0.015588519,-4.161220597217749
FIN,Finland,1997,1,1997.0,1997-Q1,0.015658023,-4.156771841599805
FIN,Finland,1997,2,1997.25,1997-Q2,0.015747309,-4.151085785451096
FIN,Finland,1997,3,1997.5,1997-Q3,0.016066527,-4.131017239577534
FIN,Finland,1997,4,1997.75,1997-Q4,0.016430965,-4.108587614634607
FIN,Finland,1998,1,1998.0,1998-Q1,0.016334586,-4.114470578602894
FIN,Finland,1998,2,1998.25,1998-Q2,0.016341146,-4.114069057370676
FIN,Finland,1998,3,1998.5,1998-Q3,0.015804449,-4.147463796307584
FIN,Finland,1998,4,1998.75,1998-Q4,0.016445337,-4.107713307000159
FIN,Finland,1999,1,1999.0,1999-Q1,0.016726561,-4.090757343989796
FIN,Finland,1999,2,1999.25,1999-Q2,0.01594704,-4.138482046910675
FIN,Finland,1999,3,1999.5,1999-Q3,0.015838973,-4.145281730556379
FIN,Finland,1999,4,1999.75,1999-Q4,0.016550291,-4.101351594232074
FIN,Finland,2000,1,2000.0,2000-Q1,0.017324395,-4.055639655150831
FIN,Finland,2000,2,2000.25,2000-Q2,0.016527977,-4.102700758183751
FIN,Finland,2000,3,2000.5,2000-Q3,0.016493337,-4.104798797813939
FIN,Finland,2000,4,2000.75,2000-Q4,0.017295787,-4.057292333147239
FIN,Finland,2001,1,2001.0,2001-Q1,0.017608378,-4.039380467473634
FIN,Finland,2001,2,2001.25,2001-Q2,0.01682044,-4.085160465445359
FIN,Finland,2001,3,2001.5,2001-Q3,0.016813548,-4.085570288990307
FIN,Finland,2001,4,2001.75,2001-Q4,0.017249085,-4.059996180389884
FIN,Finland,2002,1,2002.0,2002-Q1,0.017658144,-4.036558185592063
FIN,Finland,2002,2,2002.25,2002-Q2,0.017126517,-4.0671273148155676
FIN,Finland,2002,3,2002.5,2002-Q3,0.016946899,-4.077670411745551
FIN,Finland,2002,4,2002.75,2002-Q4,0.01775695,-4.030978290400359
FIN,Finland,2003,1,2003.0,2003-Q1,0.017814124,-4.027763653179351
FIN,Finland,2003,2,2003.25,2003-Q2,0.01745406,-4.048182992639501
FIN,Finland,2003,3,2003.5,2003-Q3,0.01754912,-4.042751472777579
FIN,Finland,2003,4,2003.75,2003-Q4,0.018285068,-4.001670508492438
FIN,Finland,2004,1,2004.0,2004-Q1,0.018705072,-3.9789605619512645
FIN,Finland,2004,2,2004.25,2004-Q2,0.018198296,-4.006427315656237
FIN,Finland,2004,3,2004.5,2004-Q3,0.018093443,-4.012205671537614
FIN,Finland,2004,4,2004.75,2004-Q4,0.018963879,-3.9652192144730614
FIN,Finland,2005,1,2005.0,2005-Q1,0.019245727,-3.950466216914198
FIN,Finland,2005,2,2005.25,2005-Q2,0.018322695,-3.9996148235684252
FIN,Finland,2005,3,2005.5,2005-Q3,0.018446041,-3.992905511466971
FIN,Finland,2005,4,2005.75,2005-Q4,0.018855834,-3.970932916950911
FIN,Finland,2006,1,2006.0,2006-Q1,0.019468697,-3.9389473853095125
FIN,Finland,2006,2,2006.25,2006-Q2,0.018867776,-3.9702997855831064
FIN,Finland,2006,3,2006.5,2006-Q3,0.018790254,-3.974416947819496
FIN,Finland,2006,4,2006.75,2006-Q4,0.019388333,-3.943083785573987
FIN,Finland,2007,1,2007.0,2007-Q1,0.019956453,-3.914202729301118
FIN,Finland,2007,2,2007.25,2007-Q2,0.019421119,-3.941394196769716
FIN,Finland,2007,3,2007.5,2007-Q3,0.019473648,-3.938693111971496
FIN,Finland,2007,4,2007.75,2007-Q4,0.020169104,-3.90360335041224
FIN,Finland,2008,1,2008.0,2008-Q1,0.020243431,-3.899924933118777
FIN,Finland,2008,2,2008.25,2008-Q2,0.019301426,-3.9475762997903714
FIN,Finland,2008,3,2008.5,2008-Q3,0.019426947,-3.9410941560910513
FIN,Finland,2008,4,2008.75,2008-Q4,0.019437246,-3.9405641566521807
FIN,Finland,2009,1,2009.0,2009-Q1,0.018633593,-3.9827892519870085
FIN,Finland,2009,2,2009.25,2009-Q2,0.018181816,-4.007333305232478
FIN,Finland,2009,3,2009.5,2009-Q3,0.01850939,-3.9894771080991376
FIN,Finland,2009,4,2009.75,2009-Q4,0.018906396,-3.9682550014667894
FIN,Finland,2010,1,2010.0,2010-Q1,0.019224875,-3.9515502655621524
FIN,Finland,2010,2,2010.25,2010-Q2,0.019001707,-3.9632264617459936
FIN,Finland,2010,3,2010.5,2010-Q3,0.01887049,-3.9701559527952046
FIN,Finland,2010,4,2010.75,2010-Q4,0.01979137,-3.922509294881469
FIN,Finland,2011,1,2011.0,2011-Q1,0.020020958,-3.910975654092088
FIN,Finland,2011,2,2011.25,2011-Q2,0.019106394,-3.957732235552746
FIN,Finland,2011,3,2011.5,2011-Q3,0.019155385,-3.955171401840699
FIN,Finland,2011,4,2011.75,2011-Q4,0.019622916,-3.9310572120351397
FIN,Finland,2012,1,2012.0,2012-Q1,0.019691704,-3.9275578486840237
FIN,Finland,2012,2,2012.25,2012-Q2,0.018780017,-3.9749618999841125
FIN,Finland,2012,3,2012.5,2012-Q3,0.018677481,-3.9804367053816
FIN,Finland,2012,4,2012.75,2012-Q4,0.019274924,-3.9489503024717756
FIN,Finland,2013,1,2013.0,2013-Q1,0.019420845,-3.9414083052221107
FIN,Finland,2013,2,2013.25,2013-Q2,0.018742593,-3.9769566446145737
FIN,Finland,2013,3,2013.5,2013-Q3,0.018913174,-3.96789656269699
FIN,Finland,2013,4,2013.75,2013-Q4,0.01940993,-3.941970488196181
FIN,Finland,2014,1,2014.0,2014-Q1,0.019470472,-3.938856217467629
FIN,Finland,2014,2,2014.25,2014-Q2,0.018759334,-3.9760638371003343
FIN,Finland,2014,3,2014.5,2014-Q3,0.018833423,-3.9721221684472385
FIN,Finland,2014,4,2014.75,2014-Q4,0.01935279,-3.9449186838536434
FIN,Finland,2015,1,2015.0,2015-Q1,0.019409012,-3.942017784693863
FIN,Finland,2015,2,2015.25,2015-Q2,0.019116916,-3.957181681439783
FIN,Finland,2015,3,2015.5,2015-Q3,0.018955516,-3.9656603080155928
FIN,Finland,2015,4,2015.75,2015-Q4,0.019611416,-3.9316434333236447
