country,iso3,numeric_code,year,quarter,t,GDP,GDP_usd_pa,GDP_usd_eop,empl,empl_source,realGDP_empl,realGDP_usd_pa_empl,realGDP_usd_eop_empl,baseyear,baseyear_str,er_iso3,NER_pa_base,NER_eop_base,source,empl_q,empl_interp,empl_annual,country_ilo,empl_q_raw,sfe,has_fe,nq_fe,gap_year,fill_incons,q_discard,q_unscreen,dev_q
Czech Republic,CZE,203,1998,2,1998q2,710351.02921692,37194.56124079013,37883.36777862087,4874.962,observed quarterly,.145714167457494,.0076297130604895,.0077710078106498,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4874.962,4845.808930233235,4865.737,Czechia,4874.962,-.0040928338619167,1,133,0,0,0,0,.0018941151467721
Czech Republic,CZE,203,1998,3,1998q3,721703.1200665601,37788.9660082238,38488.78033526533,4853.738,observed quarterly,.1486901682922647,.007785538899756,.0079297193905533,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4853.738,4877.225826444354,4865.737,Czechia,4853.738,.0023695528999251,1,133,0,0,0,0,-.0024690646553999
Czech Republic,CZE,203,1998,4,1998q4,728001.86262218,38118.77332332439,38824.69535609728,4852.926,observed quarterly,.1500129741566593,.0078548020973995,.0080002652742072,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4852.926,4897.815086824426,4865.737,Czechia,4852.926,.0065821778927386,1,133,0,0,0,0,-.0026363723940614
Czech Republic,CZE,203,1999,1,1999q1,661884.2319735601,34656.80007192073,35298.60977940164,4770.259,observed quarterly,.1387522631315323,.0072651820523625,.0073997260482925,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4770.259,4740.953936736402,4764.099,Czechia,4770.259,-.0048588969307469,1,133,0,0,0,0,.0012921689865458
Czech Republic,CZE,203,1999,2,1999q2,716639.98478424,37523.85610117367,38218.76085458056,4764.812,observed quarterly,.1504025730258067,.0078752018130356,.0080210427724285,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4764.812,4744.587197934292,4764.099,Czechia,4764.812,-.0040928338619167,1,133,0,0,0,0,.0001496498395945
Czech Republic,CZE,203,1999,3,1999q3,729761.0737697299,38210.88705874779,38918.51494692176,4755.897,observed quarterly,.1534434143064347,.0080344227511125,.0081832123250192,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4755.897,4775.347841968793,4764.099,Czechia,4755.897,.0023695528999251,1,133,0,0,0,0,-.0017231103940351
Czech Republic,CZE,203,1999,4,1999q4,749030.0225744899,39219.82498786486,39946.1374099776,4765.428,observed quarterly,.1571800103945522,.0082300739803151,.0083824868217456,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4765.428,4795.507023360521,4764.099,Czechia,4765.428,.0065821778927386,1,133,0,0,0,0,.0002789225548373
Czech Republic,CZE,203,2000,1,2000q1,692493.85347493,36259.5449046342,36931.03586341689,4706.681,observed quarterly,.1471299740676987,.0077038458532954,.0078465134695589,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4706.681,4708.61580960508,4731.603,Czechia,4706.681,-.0048588969307469,1,133,0,0,0,0,-.0052810570061142
Czech Republic,CZE,203,2000,2,2000q2,744170.78288183,38965.3912207574,39686.99178080262,4726.514,observed quarterly,.15744601261772,.0082440020744162,.008396672850393,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4726.514,4712.224288266779,4731.603,Czechia,4726.514,-.0040928338619167,1,133,0,0,0,0,-.001076112822689
Czech Republic,CZE,203,2000,3,2000q3,760524.8403368799,39821.70305325776,40559.16166267826,4742.224,observed quarterly,.1603730317962374,.0083972631940747,.0085527722146145,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4742.224,4742.775113427124,4731.603,Czechia,4742.224,.0023695528999251,1,133,0,0,0,0,.0022421782558696
Czech Republic,CZE,203,2000,4,2000q4,774723.3136181,40565.14673428718,41316.37318639539,4750.994,observed quarterly,.1630655213662867,.0085382441514949,.008696364000122,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4750.994,4762.79678870101,4731.603,Czechia,4750.994,.0065821778927386,1,133,0,0,0,0,.0040898135877216
Czech Republic,CZE,203,2001,1,2001q1,718325.79351951,37612.12642621759,38308.66585886139,4720.981,observed quarterly,.1521560441610568,.0079670149967173,.0081145562455899,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4720.981,4704.723810121746,4727.692,Czechia,4720.981,-.0048588969307469,1,133,0,0,0,0,-.0014205171728333
Czech Republic,CZE,203,2001,2,2001q2,766267.3557239301,40122.38585859595,40865.41281659272,4726.18,observed quarterly,.1621324951068157,.0084893901329606,.0086466052534167,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4726.18,4708.329306124071,4727.692,Czechia,4726.18,-.0040928338619167,1,133,0,0,0,0,-.0003198689410839
Czech Republic,CZE,203,2001,3,2001q3,776683.97360823,40667.80849597372,41420.93614251133,4725.045,observed quarterly,.164375995066339,.0086068616269207,.0087662522034206,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4725.045,4738.854878895912,4727.692,Czechia,4725.045,.0023695528999251,1,133,0,0,0,0,-.0005600494479402
Czech Republic,CZE,203,2001,4,2001q4,797332.8877637701,41749.00254022071,42522.15283258334,4738.563,observed quarterly,.1682647012952598,.0088104774675826,.0089736388083441,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4738.563,4758.860004858286,4727.692,Czechia,4738.563,.0065821778927386,1,133,0,0,0,0,.0022967910285399
Czech Republic,CZE,203,2002,1,2002q1,725525.7545814101,37989.12227986387,38692.64330336569,4718.658,observed quarterly,.1537568000438705,.0080508318847994,.008199925339655,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4718.658,4741.765972425078,4764.915,Czechia,4718.658,-.0048588969307469,1,133,0,0,0,0,-.0097552614056293
Czech Republic,CZE,203,2002,2,2002q2,777736.8904331999,40722.94008263585,41477.08871170604,4768.236,observed quarterly,.163107885271031,.0085404623602179,.0086986232878796,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4768.236,4745.399855931853,4764.915,Czechia,4768.236,-.0040928338619167,1,133,0,0,0,0,.000696726640403
Czech Republic,CZE,203,2002,3,2002q3,794951.3872766,41624.30522569346,42395.14624695216,4781.055,observed quarterly,.166271123690608,.00870609211266,.0088673203397476,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4781.055,4776.165768682544,4764.915,Czechia,4781.055,.0023695528999251,1,133,0,0,0,0,.0033815349052583
Czech Republic,CZE,203,2002,4,2002q4,806686.80183479,42238.78113621877,43021.00164443443,4791.711,observed quarterly,.1683504706011673,.0088149684186335,.0089782129273728,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4791.711,4796.328402960539,4764.915,Czechia,4791.711,.0065821778927386,1,133,0,0,0,0,.0056078516043939
Czech Republic,CZE,203,2003,1,2003q1,745218.80621266,39020.26658006153,39742.88337756173,4739.932,observed quarterly,.1572214129258943,.00823224185074,.0083846948389896,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4739.932,4710.187138468336,4733.182,Czechia,4739.932,-.0048588969307469,1,133,0,0,0,0,.0014250860155096
Czech Republic,CZE,203,2003,2,2003q2,802098.3354851899,41998.52528295472,42776.29649006399,4740.043,observed quarterly,.1692175230235654,.0088603679930656,.0090244532570831,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4740.043,4713.796821328234,4733.182,Czechia,4740.043,-.0040928338619167,1,133,0,0,0,0,.0014485037987855
Czech Republic,CZE,203,2003,3,2003q3,824303.38078099,43161.19962724282,43960.50241485734,4727.823,observed quarterly,.1743515738175879,.0091291910943457,.0092982546966875,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4727.823,4744.357841712676,4733.182,Czechia,4727.823,.0023695528999251,1,133,0,0,0,0,-.0011328607422008
Czech Republic,CZE,203,2003,4,2003q4,835768.02199611,43761.49762392419,44571.91733753453,4724.93,observed quarterly,.1768847415720677,.0092618298311137,.0094333497718558,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4724.93,4764.38619849075,4733.182,Czechia,4724.93,.0065821778927386,1,133,0,0,0,0,-.0017449575758587
Czech Republic,CZE,203,2004,1,2004q1,776428.6963299799,40654.44196876573,41407.32208042131,4675.88,observed quarterly,.1660497481393834,.0086945007076242,.0088555142733392,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4675.88,4683.761148624292,4706.627,Czechia,4675.88,-.0048588969307469,1,133,0,0,0,0,-.006554135278705
Czech Republic,CZE,203,2004,2,2004q2,840050.64496123,43985.73926727475,44800.31171464082,4700.602,observed quarterly,.1787112895244545,.0093574693767468,.0095307604674126,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4700.602,4687.350579753252,4706.627,Czechia,4700.602,-.0040928338619167,1,133,0,0,0,0,-.001280929979234
Czech Republic,CZE,203,2004,3,2004q3,854954.59698265,44766.12239250456,45595.14676458055,4717.364,observed quarterly,.1812356640239443,.0094896476914871,.009665386593992,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4717.364,4717.740140874917,4706.627,Czechia,4717.364,.0023695528999251,1,133,0,0,0,0,.0022786534167478
Czech Republic,CZE,203,2004,4,2004q4,887867.4230647701,46489.46490200778,47350.40387524772,4732.662,observed quarterly,.1876042326844322,.0098231111585843,.0100050254751444,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4732.662,4737.656130747547,4706.627,Czechia,4732.662,.0065821778927386,1,133,0,0,0,0,.0055163192947916
Czech Republic,CZE,203,2005,1,2005q1,824317.2456810799,43161.92560475855,43961.24183675963,4704.451,observed quarterly,.175220710276519,.0091746997906363,.0093446061690853,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4704.451,4740.871339969045,4764.016,Czechia,4704.451,-.0048588969307469,1,133,0,0,0,0,-.0125819281587937
Czech Republic,CZE,203,2005,2,2005q2,897274.3499891,46982.01929439086,47852.07988849128,4750.699,observed quarterly,.1888720691395308,.0098894961129701,.0100726398133183,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4750.699,4744.50453786836,4764.016,Czechia,4750.699,-.0040928338619167,1,133,0,0,0,0,-.0027992448950382
Czech Republic,CZE,203,2005,3,2005q3,909495.0360506701,47621.90441797915,48503.81505256627,4797.222,observed quarterly,.1895878564824955,.0099269753240478,.0101108131023676,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4797.222,4775.264645991778,4764.016,Czechia,4797.222,.0023695528999251,1,133,0,0,0,0,.0069459903637541
Czech Republic,CZE,203,2005,4,2005q4,942371.16092665,49343.32522229262,50257.1148699616,4803.691,observed quarterly,.1961764736588282,.0102719607115222,.0104621872784827,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4803.691,4795.423476170809,4764.016,Czechia,4803.691,.0065821778927386,1,133,0,0,0,0,.0082935707405288
Czech Republic,CZE,203,2006,1,2006q1,883848.23320149,46279.0168314631,47136.05851429204,4785.19,observed quarterly,.1847049402848142,.0096713018357606,.0098504047936011,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4785.19,4804.609175537539,4828.065,Czechia,4785.19,-.0048588969307469,1,133,0,0,0,0,-.0089200347407728
Czech Republic,CZE,203,2006,2,2006q2,954004.62769001,49952.4630628466,50877.53334168898,4825.946,observed quarterly,.1976824083174594,.0103508126827044,.0105424995102906,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4825.946,4808.291219345905,4828.065,Czechia,4825.946,-.0040928338619167,1,133,0,0,0,0,-.000438988526951
Czech Republic,CZE,203,2006,3,2006q3,969402.8226207601,50758.72515129712,51698.72660768813,4839.439,observed quarterly,.2003130574888453,.0104885556262404,.0106827933170948,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4839.439,4839.464876492919,4828.065,Czechia,4839.439,.0023695528999251,1,133,0,0,0,0,.0023530386432642
Czech Republic,CZE,203,2006,4,2006q4,1002878.4005303,52511.53380703992,53483.99554852008,4861.685,observed quarterly,.2062820607526609,.0108010975221636,.011001123180239,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4861.685,4859.894728623626,4828.065,Czechia,4861.685,.0065821778927386,1,133,0,0,0,0,.0069393193656758
Czech Republic,CZE,203,2007,1,2007q1,936714.28168726,49047.12639573051,49955.43073368141,4864.981,observed quarterly,.1925422281581901,.0100816686428437,.0102683711886401,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4864.981,4898.080852211304,4921.993,Czechia,4864.981,-.0048588969307469,1,133,0,0,0,0,-.0116507195984785
Czech Republic,CZE,203,2007,2,2007q2,1002400.4692682,52486.50893501761,53458.5072405845,4913.901,observed quarterly,.2039928092300191,.0106812304389156,.0108790362769996,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4913.901,4901.834528653205,4921.993,Czechia,4913.901,-.0040928338619167,1,133,0,0,0,0,-.0016454024058528
Czech Republic,CZE,203,2007,3,2007q3,1020812.241014,53450.56437181418,54440.41603189163,4941.885,observed quarterly,.2065633338319285,.0108158252107878,.0110161236111103,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4941.885,4933.614656356955,4921.993,Czechia,4941.885,.0023695528999251,1,133,0,0,0,0,.0040333075827177
Czech Republic,CZE,203,2007,4,2007q4,1059338.7204705,55467.84236621157,56495.05202231881,4967.204,observed quarterly,.213266602392513,.0111668138385723,.0113736122016166,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4967.204,4954.441962778549,4921.993,Czechia,4967.204,.0065821778927386,1,133,0,0,0,0,.0091435765691261
Czech Republic,CZE,203,2008,1,2008q1,971157.1402741501,50850.58265936147,51792.28522607595,4958.39,observed quarterly,.1958613865133945,.0102554624907201,.0104453835269263,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4958.39,4978.193745692952,5002.497,Czechia,4958.39,-.0048588969307469,1,133,0,0,0,0,-.0088560965057149
Czech Republic,CZE,203,2008,2,2008q2,1044862.9491874,54709.87913486315,55723.05206055144,5003.3,observed quarterly,.2088347588966082,.0109347588861078,.0111372598206287,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5003.3,4982.008817177122,5002.497,Czechia,5003.3,-.0040928338619167,1,133,0,0,0,0,.0001605069544632
Czech Republic,CZE,203,2008,3,2008q3,1061732.4546931,55593.18024913801,56622.71103904325,5014.806,observed quarterly,.2117195470159962,.0110858087529484,.0112911069818141,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5014.806,5014.308739890873,5002.497,Czechia,5014.806,.0023695528999251,1,133,0,0,0,0,.0024575489420784
Czech Republic,CZE,203,2008,4,2008q4,1046507.1632224,54795.97152735984,55810.73879912538,5033.494,observed quarterly,.2079086938858773,.0108862693642547,.011087872320723,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5033.494,5035.476697239067,5002.497,Czechia,5033.494,.0065821778927386,1,133,0,0,0,0,.0061771873976992
Czech Republic,CZE,203,2009,1,2009q1,927464.76215815,48562.8139833833,49462.14933380353,4946.812,observed quarterly,.1874873680580847,.0098169920311068,.0099987930274697,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4946.812,4910.29621750355,4934.268,Czechia,4946.812,-.0048588969307469,1,133,0,0,0,0,.0025389950772054
Czech Republic,CZE,203,2009,2,2009q2,985327.8837551801,51592.57438535888,52548.01790598795,4941.294,observed quarterly,.1994068524874618,.0104411059907301,.0106344649612,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4941.294,4914.059255270899,4934.268,Czechia,4941.294,-.0040928338619167,1,133,0,0,0,0,.0014229066022654
Czech Republic,CZE,203,2009,3,2009q3,999403.20410025,52329.56967786316,53298.66162339342,4921.669,observed quarterly,.2030618483486496,.010632484565269,.0108293876779185,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4921.669,4945.9186397041,4934.268,Czechia,4921.669,.0023695528999251,1,133,0,0,0,0,-.0025566329944369
Czech Republic,CZE,203,2009,4,2009q4,1014168.5071207,53102.69302793188,54086.10245430643,4927.297,observed quarterly,.2058265428531505,.0107772462321496,.0109768301878913,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4927.297,4966.797887521452,4934.268,Czechia,4927.297,.0065821778927386,1,133,0,0,0,0,-.0014137717818841
Czech Republic,CZE,203,2010,1,2010q1,932585.80378792,48830.95591417644,49735.25698831636,4829.172,observed quarterly,.1931150523915736,.0101116621885028,.0102989201851407,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4829.172,4861.505411400602,4885.239,Czechia,4829.172,-.0048588969307469,1,133,0,0,0,0,-.0115431851819218
Czech Republic,CZE,203,2010,2,2010q2,1016850.9574982,53243.14832501408,54229.15884476561,4880.947,observed quarterly,.2083306697446622,.0109083643655656,.0111103764996353,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4880.947,4865.231058013135,4885.239,Czechia,4880.947,-.0040928338619167,1,133,0,0,0,0,-.0008789511640095
Czech Republic,CZE,203,2010,3,2010q3,1028802.5013814,53868.94094387707,54866.54052484668,4912.065,observed quarterly,.2094439917593517,.010966658817397,.0111697505071384,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4912.065,4896.773873958492,4885.239,Czechia,4912.065,.0023695528999251,1,133,0,0,0,0,.0054762140768927
Czech Republic,CZE,203,2010,4,2010q4,1054712.7373324,55225.62210319794,56248.34607927044,4918.774,observed quarterly,.2144259397427896,.011227517691034,.0114354402294699,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4918.774,4917.445656627774,4885.239,Czechia,4918.774,.0065821778927386,1,133,0,0,0,0,.0068411028806924
Czech Republic,CZE,203,2011,1,2011q1,963015.9971704,50424.30574374092,51358.11408300357,4832.431,observed quarterly,.1992818929376126,.0104345630064332,.0106278008072963,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4832.431,4848.734756997712,4872.406,Czechia,4832.431,-.0048588969307469,1,133,0,0,0,0,-.0082382065943363
Czech Republic,CZE,203,2011,2,2011q2,1040042.8574479,54457.49518662182,55465.99421086342,4876.356,observed quarterly,.2132827991737888,.0111676619152953,.0113744759838829,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4876.356,4852.450616735339,4872.406,Czechia,4876.356,-.0040928338619167,1,133,0,0,0,0,.0008103593494553
Czech Republic,CZE,203,2011,3,2011q3,1040129.309178,54462.02186996191,55470.60472390806,4895.344,observed quarterly,.2124731804706676,.0111252696174083,.0113312986225091,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4895.344,4883.910573079144,4872.406,Czechia,4895.344,.0023695528999251,1,133,0,0,0,0,.0046966890359702
Czech Republic,CZE,203,2011,4,2011q4,1061243.1052779,55567.55751327478,56596.6137954189,4885.495,observed quarterly,.2172232507203262,.011373987183136,.0115846221919005,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4885.495,4904.528053187794,4872.406,Czechia,4885.495,.0065821778927386,1,133,0,0,0,0,.0026827506961367
Czech Republic,CZE,203,2012,1,2012q1,969924.79533028,50786.05606954984,51726.56366755266,4834.893,observed quarterly,.2006093610200433,.0105040703216286,.0106985953293181,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4834.893,4866.296023907074,4890.053,Czechia,4834.893,-.0048588969307469,1,133,0,0,0,0,-.0113441435133705
Czech Republic,CZE,203,2012,2,2012q2,1026687.6963255,53758.20802039454,54753.75693699003,4888.134,observed quarterly,.2100367331021408,.0109976952392047,.0112013616928239,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4888.134,4870.025341836975,4890.053,Czechia,4888.134,-.0040928338619167,1,133,0,0,0,0,-.0003925063050312
Czech Republic,CZE,203,2012,3,2012q3,1026009.9473855,53722.72053122669,54717.61225457309,4920.551,observed quarterly,.2085152551788407,.0109180294099638,.0111202205311098,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4920.551,4901.599240625149,4890.053,Czechia,4920.551,.0023695528999251,1,133,0,0,0,0,.0062173742296614
Czech Republic,CZE,203,2012,4,2012q4,1050177.2838362,54988.14204632362,56006.46812629726,4916.635,observed quarterly,.2135967554712115,.0111841009239701,.0113912194267619,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4916.635,4922.29139363082,4890.053,Czechia,4916.635,.0065821778927386,1,133,0,0,0,0,.0054212115451589
Czech Republic,CZE,203,2013,1,2013q1,948951.279396,49687.86561051405,50608.03580587702,4884.025,observed quarterly,.1942969741956685,.0101735485814495,.0103619526529608,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4884.025,4913.098536742901,4937.084,Czechia,4884.025,-.0048588969307469,1,133,0,0,0,0,-.0108051985227098
Czech Republic,CZE,203,2013,2,2013q2,1021123.793475,53466.87751364654,54457.03127699856,4952.991,observed quarterly,.2061630625767339,.010794866680284,.0109947769493218,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4952.991,4916.863722086011,4937.084,Czechia,4952.991,-.0040928338619167,1,133,0,0,0,0,.0032167630107064
Czech Republic,CZE,203,2013,3,2013q3,1036566.0298531,54275.4456483238,55280.57329492294,4953.606,observed quarterly,.2092548397779516,.010956754664849,.0111596629394673,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4953.606,4948.741288755476,4937.084,Czechia,4953.606,.0023695528999251,1,133,0,0,0,0,.0033409226996067
Czech Republic,CZE,203,2013,4,2013q4,1064455.6841885,55735.77077420707,56767.94219980268,4957.713,observed quarterly,.2147069998179604,.0112422342265894,.0114504293007285,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4957.713,4969.632452415633,4937.084,Czechia,4957.713,.0065821778927386,1,133,0,0,0,0,.0041696721798861
Czech Republic,CZE,203,2014,1,2014q1,968606.81423875,50717.04550096214,51656.27509139512,4922.963,observed quarterly,.1967528121252892,.0103021382653012,.0104929236907519,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4922.963,4950.128757344922,4974.295,Czechia,4922.963,-.0048588969307469,1,133,0,0,0,0,-.0103730670208516
Czech Republic,CZE,203,2014,2,2014q2,1045357.1920967,54735.75809808229,55749.41027660925,4962.219,observed quarterly,.2106632520847427,.0110305002858766,.0112347742565593,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4962.219,4953.922321040882,4974.295,Czechia,4962.219,-.0040928338619167,1,133,0,0,0,0,-.0024306323013061
Czech Republic,CZE,203,2014,3,2014q3,1068956.0676434,55971.41453501762,57007.94985032265,4994.947,observed quarterly,.2140074894975663,.0112056072937346,.011413124073253,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4994.947,4986.040150208075,4974.295,Czechia,4994.947,.0023695528999251,1,133,0,0,0,0,.0041431494073749
Czech Republic,CZE,203,2014,4,2014q4,1079581.4746115,56527.76953969606,57574.60800018666,5017.051,observed quarterly,.2151824796302649,.0112671307386941,.0114757868716476,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5017.051,5007.088771406116,4974.295,Czechia,5017.051,.0065821778927386,1,133,0,0,0,0,.0085586588617225
Czech Republic,CZE,203,2015,1,2015q1,1014715.7628833,53131.34778753551,54115.28787175617,4987.142,observed quarterly,.2034663867367923,.0106536665263463,.0108509619079938,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,4987.142,5017.408302491839,5041.903,Czechia,4987.142,-.0048588969307469,1,133,0,0,0,0,-.0109205899921141
Czech Republic,CZE,203,2015,2,2015q2,1100444.071345,57620.15217860276,58687.22048664072,5044.285,observed quarterly,.2181566012517136,.0114228581808131,.0116343982321857,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5044.285,5021.253426309255,5041.903,Czechia,5044.285,-.0040928338619167,1,133,0,0,0,0,.0004723290988198
Czech Republic,CZE,203,2015,3,2015q3,1120222.7591239,58655.78045757597,59742.02757847048,5060.3,observed quarterly,.2213747720735727,.0115913642387953,.0118060248559316,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5060.3,5053.807784109015,5041.903,Czechia,5060.3,.0023695528999251,1,133,0,0,0,0,.0036421798962212
Czech Republic,CZE,203,2015,4,2015q4,1133527.3541401,59352.41994109932,60451.56813717136,5075.884,observed quarterly,.2233162448432825,.0116930213419178,.0119095645481992,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5075.884,5075.142487089894,5041.903,Czechia,5075.884,.0065821778927386,1,133,0,0,0,0,.0067171067679353
Czech Republic,CZE,203,2016,1,2016q1,1044001.6942167,54664.78311974659,55677.12091177538,5086.671,observed quarterly,.2052426221819143,.0107466716679232,.0109456894129334,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5086.671,5113.613633622443,5138.578,Czechia,5086.671,-.0048588969307469,1,133,0,0,0,0,-.0101527984066507
Czech Republic,CZE,203,2016,2,2016q2,1136337.8509479,59499.57985406517,60601.45330637832,5128.493,observed quarterly,.2215734429096228,.011601766806363,.0118166200687762,2010,2010,CZE,.0523608183995916,.0533304890405845,IMF_IFS_realGDP_nsa_baseyear,5128.493,5117.532485027448,5138.578,Czechia,5128.493,-.0040928338619167,1,133,0,0,0,0,-.0019645336520021
